"test_id","sample_1","sample_2","status","value_1","value_2","log2.fold_change.","test_stat","p_value","q_value","significant"
"ADAM8","WT","EX","NOTEST",0.292346,0.229112,-0.351624,0,1,1,"no"
"ADAM9","WT","EX","OK",196.393,225.911,0.202014,0.59907,0.3023,0.633699,"no"
"ADAMDEC1","WT","EX","NOTEST",0.137125,0.0754311,-0.862265,0,1,1,"no"
"ADAMTS1","WT","EX","OK",118.265,588.263,2.31444,6.28872,5e-05,0.000681395,"yes"
"ADAMTS10","WT","EX","OK",5.05964,4.37081,-0.211132,-0.58566,0.31155,0.645014,"no"
"ADAMTS12","WT","EX","OK",5.07234,3.82214,-0.40827,-1.23316,0.031,0.145752,"no"
"ADAMTS13","WT","EX","OK",2.03836,1.97458,-0.0458622,-0.0264106,0.9604,0.990416,"no"
"ADAMTS14","WT","EX","OK",10.1543,1.47208,-2.78616,-7.7445,5e-05,0.000681395,"yes"
"ADAMTS15","WT","EX","OK",11.1436,18.1367,0.702689,2.3875,5e-05,0.000681395,"yes"
"ADAMTS16","WT","EX","NOTEST",0.0127188,0.00352008,-1.85328,0,1,1,"no"
"ADAMTS17","WT","EX","NOTEST",0.0178437,0.0511084,1.51815,0,1,1,"no"
"ADAMTS18","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"ADAMTS19","WT","EX","NOTEST",0.0731363,0.0112843,-2.69627,0,1,1,"no"
"ADAMTS19-AS1","WT","EX","NOTEST",0.0751685,0.028759,-1.38611,0,1,1,"no"
"ADAMTS2","WT","EX","OK",33.2965,53.3711,0.68069,1.84315,0.0015,0.0134385,"yes"
"ADAMTS20","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"ADAMTS3","WT","EX","OK",1.73948,2.54937,0.551483,1.46036,0.00975,0.0607232,"no"
"ADAMTS4","WT","EX","OK",0.532791,0.731202,0.4567,0.783943,0.1798,0.474254,"no"
"ADAMTS5","WT","EX","OK",7.24764,40.8167,2.49358,7.36294,5e-05,0.000681395,"yes"
"ADAMTS6","WT","EX","OK",0.874339,0.701093,-0.318586,-0.702781,0.2181,0.531019,"no"
"ADAMTS7","WT","EX","OK",12.91,19.9355,0.626848,2.15537,5e-04,0.00539414,"yes"
"ADAMTS7P1","WT","EX","NOTEST",0.00377858,0.0230689,2.61003,0,1,1,"no"
"ADAMTS8","WT","EX","OK",72.4358,71.4029,-0.0207196,-0.0652778,0.9127,0.978472,"no"
"ADAMTS9","WT","EX","NOTEST",0.180752,0.258926,0.518527,0,1,1,"no"
"ADAMTS9-AS1","WT","EX","NOTEST",0.00485625,0,-Inf,0,1,1,"no"
"ADAMTS9-AS2","WT","EX","NOTEST",0.390403,0.31728,-0.299206,0,1,1,"no"
"ADAMTSL1","WT","EX","OK",14.6533,7.94972,-0.882252,-2.40072,1e-04,0.00129829,"yes"
"ADAMTSL2","WT","EX","NOTEST",0,0.00492785,Inf,0,1,1,"no"
"ADAMTSL3","WT","EX","NOTEST",0.0610819,0.0703927,0.20468,0,1,1,"no"
"ADAMTSL4","WT","EX","OK",37.5393,71.8776,0.937141,1.68545,0.00625,0.0425198,"yes"
"ADAMTSL4-AS1","WT","EX","NOTEST",0.0586717,0.0454784,-0.367483,0,1,1,"no"
"ADAMTSL5","WT","EX","OK",8.07994,9.13768,0.177484,0.551333,0.3461,0.678722,"no"
"ADAP1","WT","EX","OK",0.252972,1.17609,2.21695,2.5665,5e-05,0.000681395,"yes"
"ADAP2","WT","EX","NOTEST",0.415876,0.225175,-0.885104,0,1,1,"no"
"ADAR","WT","EX","OK",34.1626,32.0793,-0.0907749,-0.302743,0.6073,0.858195,"no"
"ADARB1","WT","EX","OK",5.15788,24.8346,2.2675,6.56449,5e-05,0.000681395,"yes"
"ADARB2","WT","EX","NOTEST",0,0.00342147,Inf,0,1,1,"no"
"ADARB2-AS1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"ADAT1","WT","EX","OK",3.0224,2.49421,-0.277114,-0.722635,0.20935,0.518528,"no"
"ADAT2","WT","EX","OK",1.49964,0.714622,-1.06937,-2.43274,5e-05,0.000681395,"yes"
"ADAT3","WT","EX","OK",1.10017,1.75675,0.675185,0.300185,0.7303,0.918899,"no"
"ADCK1","WT","EX","OK",2.27565,2.11258,-0.107274,-0.223399,0.69305,0.901959,"no"
"ADCK2","WT","EX","OK",6.07671,9.28887,0.612214,1.78516,0.00305,0.024064,"yes"
"ADCK3","WT","EX","OK",9.90659,8.56788,-0.209449,-0.660286,0.25205,0.577984,"no"
"ADCK4","WT","EX","OK",8.84931,7.3001,-0.277648,-0.816706,0.1591,0.441758,"no"
"ADCK5","WT","EX","OK",2.88125,3.14465,0.126201,0.102406,0.8572,0.960324,"no"
"ADCY1","WT","EX","OK",3.82488,0.710133,-2.42925,-3.35276,5e-05,0.000681395,"yes"
"ADCY10","WT","EX","NOTEST",0.01408,0.0154543,0.134364,0,1,1,"no"
"ADCY10P1","WT","EX","NOTEST",0.107603,0.156937,0.544465,0,1,1,"no"
"ADCY2","WT","EX","NOTEST",0.0361208,0.0430934,0.254636,0,1,1,"no"
"ADCY3","WT","EX","OK",14.023,20.4635,0.545258,1.52873,0.00775,0.0506145,"no"
"ADCY4","WT","EX","OK",1.4789,0.436569,-1.76024,-3.02975,5e-05,0.000681395,"yes"
"ADCY5","WT","EX","NOTEST",0.356453,0.419151,0.233757,0,1,1,"no"
"ADCY6","WT","EX","OK",15.3542,16.8485,0.133987,0.462007,0.43485,0.751127,"no"
"ADCY7","WT","EX","OK",2.75625,2.55557,-0.10906,-0.307936,0.5902,0.848517,"no"
"ADCY8","WT","EX","OK",0.555305,0.0294172,-4.23855,-3.34576,0.00425,0.0315072,"yes"
"ADCY9","WT","EX","OK",12.8023,13.2397,0.0484654,0.164962,0.78015,0.936296,"no"
"ADCYAP1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"ADCYAP1R1","WT","EX","NOTEST",0.00283797,0,-Inf,0,1,1,"no"
"ADD1","WT","EX","OK",81.707,95.7789,0.229249,0.745988,0.195,0.497121,"no"
"ADD2","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"ADD3","WT","EX","OK",62.5067,67.6071,0.113163,0.37284,0.52025,0.808547,"no"
"ADD3-AS1","WT","EX","NOTEST",0.251906,0.280691,0.156096,0,1,1,"no"
"ADGB","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"ADGRA1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"ADGRA1-AS1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"ADGRA2","WT","EX","OK",102.901,76.3039,-0.431432,-1.35464,0.0187,0.1002,"no"
"ADGRA3","WT","EX","OK",7.96723,5.10917,-0.64099,-2.01634,0.00065,0.00673076,"yes"
"ADGRB1","WT","EX","NOTEST",0.0218725,0,-Inf,0,1,1,"no"
"ADGRB2","WT","EX","OK",5.49082,3.42917,-0.679161,-2.08048,3e-04,0.00346559,"yes"
"ADGRB3","WT","EX","NOTEST",0.0110242,0.0101849,-0.114234,0,1,1,"no"
"ADGRD1","WT","EX","OK",66.9464,102.819,0.619034,1.96776,0.00075,0.00755981,"yes"
"ADGRE1","WT","EX","NOTEST",0.034575,0.0228137,-0.599827,0,1,1,"no"
"ADGRE2","WT","EX","NOTEST",0.00982811,0.0183029,0.89709,0,1,1,"no"
"ADGRE3","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"ADGRE4P","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"ADGRE5","WT","EX","OK",10.5415,12.1035,0.199346,0.647627,0.2707,0.598605,"no"
"ADGRF1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"ADGRF2","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"ADGRF3","WT","EX","NOTEST",0.169913,0.0700581,-1.27817,0,1,1,"no"
"ADGRF4","WT","EX","NOTEST",0,0.00567479,Inf,0,1,1,"no"
"ADGRF5","WT","EX","NOTEST",0.00216729,0.00582158,1.42552,0,1,1,"no"
"ADGRG1","WT","EX","OK",0.578082,0.503592,-0.199018,-0.318218,0.55045,0.827312,"no"
"ADGRG2","WT","EX","NOTEST",0.058772,0.102569,0.803389,0,1,1,"no"
"ADGRG3","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"ADGRG4","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"ADGRG5","WT","EX","NOTEST",0.00452429,0,-Inf,0,1,1,"no"
"ADGRG6","WT","EX","OK",4.74029,8.26121,0.801377,2.61977,5e-05,0.000681395,"yes"
"ADGRG7","WT","EX","NOTEST",0.00589007,0,-Inf,0,1,1,"no"
"ADGRL1","WT","EX","OK",3.04201,2.57049,-0.242982,-0.691558,0.22795,0.545716,"no"
"ADGRL2","WT","EX","OK",19.9779,16.719,-0.256916,-0.872539,0.1308,0.392979,"no"
"ADGRL3","WT","EX","NOTEST",0.0189899,0.00685295,-1.47044,0,1,1,"no"
"ADGRL3-AS1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"ADGRL4","WT","EX","OK",2.63751,1.88459,-0.484924,-1.15384,0.04615,0.194243,"no"
"ADGRV1","WT","EX","NOTEST",0.00393732,0,-Inf,0,1,1,"no"
"ADH1A","WT","EX","OK",2.70684,7.45246,1.46111,1.15185,0.1869,0.48413,"no"
"ADH1B","WT","EX","OK",434.44,1118.3,1.36408,3.68166,5e-05,0.000681395,"yes"
"ADH1C","WT","EX","OK",1.32781,2.14884,0.694509,1.19636,0.03765,0.168712,"no"
"ADH4","WT","EX","NOTEST",0.0894316,0.257397,1.52514,0,1,1,"no"
"ADH5","WT","EX","OK",133.121,172.369,0.372755,1.19427,0.03635,0.164372,"no"
"ADH6","WT","EX","NOTEST",0.145434,0.259,0.832592,0,1,1,"no"
"ADH7","WT","EX","NOTEST",0.0265948,0.0278379,0.0659042,0,1,1,"no"
"ADHFE1","WT","EX","OK",3.26159,9.44714,1.5343,3.8654,5e-05,0.000681395,"yes"
"ADI1","WT","EX","OK",40.0292,65.9807,0.720992,2.4092,5e-05,0.000681395,"yes"
"ADIG","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"ADIPOQ","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"ADIPOQ-AS1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"ADIPOR1","WT","EX","OK",34.4854,47.1416,0.451013,1.55218,0.0073,0.0481143,"yes"
"ADIPOR2","WT","EX","OK",12.9398,15.5877,0.268597,0.905349,0.1169,0.364821,"no"
"ADIRF","WT","EX","OK",25.5467,24.1396,-0.0817399,-0.221523,0.71015,0.90871,"no"
"ADK","WT","EX","OK",13.604,14.5284,0.0948462,0.299098,0.6027,0.855634,"no"
"ADM","WT","EX","OK",592.829,904.253,0.60911,1.82257,0.00175,0.0152542,"yes"
"ADM2","WT","EX","OK",1.44643,0.214894,-2.7508,-4.30567,5e-05,0.000681395,"yes"
"ADM5","WT","EX","NOTEST",0.0657231,0.130713,0.991934,0,1,1,"no"
"ADNP","WT","EX","OK",13.2427,11.6516,-0.184671,-0.545977,0.35075,0.682032,"no"
"ADNP-AS1","WT","EX","OK",1.20618,0.871352,-0.469114,-0.145997,0.7668,0.929796,"no"
"ADNP2","WT","EX","OK",4.3697,4.76713,0.125586,0.391891,0.4976,0.793716,"no"
"ADO","WT","EX","OK",6.34087,6.30929,-0.00720205,-0.0217826,0.967,0.991613,"no"
"ADORA1","WT","EX","OK",1.61253,0.43613,-1.8865,-3.03881,5e-05,0.000681395,"yes"
"ADORA2A","WT","EX","NOTEST",0.195335,0.375583,0.943179,0,1,1,"no"
"ADORA2A-AS1","WT","EX","NOTEST",0.105013,0.085373,-0.298712,0,1,1,"no"
"ADORA2B","WT","EX","OK",2.79472,1.53363,-0.865755,-1.5681,0.00935,0.0587714,"no"
"ADORA3","WT","EX","NOTEST",0.00939027,0.0145161,0.62842,0,1,1,"no"
"ADPGK","WT","EX","OK",19.8014,22.4387,0.18039,0.603505,0.29705,0.627798,"no"
"ADPGK-AS1","WT","EX","NOTEST",0.0742701,0.0316508,-1.23054,0,1,1,"no"
"ADPRH","WT","EX","OK",1.22832,1.58251,0.365529,0.758423,0.1889,0.486994,"no"
"ADPRHL1","WT","EX","OK",0.72626,0.454669,-0.675669,-0.864084,0.13135,0.393897,"no"
"ADPRHL2","WT","EX","OK",11.4344,11.4988,0.00809882,0.0239179,0.96405,0.990874,"no"
"ADPRM","WT","EX","OK",4.81022,6.07673,0.337192,0.802762,0.16665,0.452973,"no"
"ADRA1A","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"ADRA1B","WT","EX","OK",1.29462,13.2015,3.35011,6.86103,5e-05,0.000681395,"yes"
"ADRA1D","WT","EX","NOTEST",0.425099,0.228925,-0.892925,0,1,1,"no"
"ADRA2A","WT","EX","OK",1.47979,0.281232,-2.39556,-3.47546,5e-05,0.000681395,"yes"
"ADRA2B","WT","EX","NOTEST",0,0.00550595,Inf,0,1,1,"no"
"ADRA2C","WT","EX","NOTEST",0.0264689,0.117276,2.14753,0,1,1,"no"
"ADRB1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"ADRB2","WT","EX","NOTEST",0.255235,0.129487,-0.979016,0,1,1,"no"
"ADRB3","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"ADRBK1","WT","EX","OK",10.4719,12.2291,0.223801,0.729295,0.20825,0.516697,"no"
"ADRBK2","WT","EX","NOTEST",0.419687,0.389391,-0.108095,0,1,1,"no"
"ADRM1","WT","EX","OK",50.3959,58.1141,0.205582,0.701481,0.2323,0.551023,"no"
"ADSL","WT","EX","OK",18.5143,19.6749,0.0877156,0.280889,0.6236,0.866763,"no"
"ADSS","WT","EX","OK",17.4797,17.7539,0.0224625,0.0748456,0.8959,0.974926,"no"
"ADSSL1","WT","EX","OK",5.1566,2.33832,-1.14095,-2.44629,0.00015,0.00187565,"yes"
"ADTRP","WT","EX","NOTEST",0.220271,0.104978,-1.06919,0,1,1,"no"
"AEBP1","WT","EX","OK",150.278,133.565,-0.170084,-0.520478,0.37185,0.699532,"no"
"AEBP2","WT","EX","OK",7.76578,6.89968,-0.170602,-0.553142,0.3451,0.677483,"no"
"AEN","WT","EX","OK",10.8827,9.49155,-0.197319,-0.624143,0.2813,0.610012,"no"
"AES","WT","EX","OK",156.566,200.541,0.357127,1.1923,0.04085,0.17828,"no"
"AFAP1","WT","EX","OK",17.5072,11.5828,-0.595969,-2.02774,6e-04,0.0063093,"yes"
"AFAP1-AS1","WT","EX","NOTEST",0.0593237,0.0184439,-1.68547,0,1,1,"no"
"AFAP1L1","WT","EX","OK",2.27857,9.08236,1.99494,5.75901,5e-05,0.000681395,"yes"
"AFAP1L2","WT","EX","NOTEST",0.197611,0.0435708,-2.18123,0,1,1,"no"
"AFF1","WT","EX","OK",5.89051,6.02047,0.0314841,0.10676,0.8522,0.959778,"no"
"AFF2","WT","EX","NOTEST",0.0198741,0.0105912,-0.908026,0,1,1,"no"
"AFF3","WT","EX","NOTEST",0.0550515,0.0132029,-2.05992,0,1,1,"no"
"AFF4","WT","EX","OK",17.3205,17.5089,0.0156044,0.0529107,0.92505,0.98146,"no"
"AFG3L1P","WT","EX","OK",1.85683,1.54923,-0.261293,-0.393439,0.50445,0.79843,"no"
"AFG3L2","WT","EX","OK",11.7703,14.7675,0.327276,0.436887,0.4436,0.757569,"no"
"AFM","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"AFMID","WT","EX","OK",6.10004,7.14075,0.227256,0.582765,0.3126,0.64615,"no"
"AFP","WT","EX","NOTEST",0.0665832,0.0473351,-0.492248,0,1,1,"no"
"AFTPH","WT","EX","OK",5.8105,6.22589,0.099617,0.309243,0.5904,0.848521,"no"
"AGA","WT","EX","OK",17.6141,14.2871,-0.302018,-0.97543,0.0919,0.313018,"no"
"AGAP1","WT","EX","OK",5.27363,5.41796,0.038952,0.127361,0.8189,0.951646,"no"
"AGAP1-IT1","WT","EX","NOTEST",0.032477,0,-Inf,0,1,1,"no"
"AGAP11","WT","EX","NOTEST",0.517038,0.407508,-0.343443,0,1,1,"no"
"AGAP2","WT","EX","NOTEST",0.0156015,0.0606643,1.95917,0,1,1,"no"
"AGAP2-AS1","WT","EX","OK",11.4783,12.2101,0.0891624,0.249426,0.6618,0.88754,"no"
"AGAP3","WT","EX","OK",19.2718,22.979,0.253821,0.802812,0.16245,0.446547,"no"
"AGAP4","WT","EX","NOTEST",0.505152,0.449392,-0.168742,0,1,1,"no"
"AGAP5","WT","EX","OK",0.633991,0.510737,-0.311881,-0.452549,0.4293,0.74719,"no"
"AGAP6","WT","EX","OK",2.05929,2.32365,0.174242,0.392914,0.4906,0.788916,"no"
"AGAP7P","WT","EX","NOTEST",0.0479224,0.102098,1.09119,0,1,1,"no"
"AGAP9","WT","EX","NOTEST",0.0278674,0.075975,1.44695,0,1,1,"no"
"AGBL1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"AGBL1-AS1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"AGBL2","WT","EX","NOTEST",0.300977,0.311519,0.0496677,0,1,1,"no"
"AGBL3","WT","EX","NOTEST",0.0509223,0.0519972,0.0301381,0,1,1,"no"
"AGBL4","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"AGBL4-IT1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"AGBL5","WT","EX","OK",10.5955,9.96829,-0.0880283,-0.123624,0.83685,0.956133,"no"
"AGBL5-AS1","WT","EX","NOTEST",0,0.0795578,Inf,0,1,1,"no"
"AGER","WT","EX","NOTEST",0.00956619,0.0300606,1.65186,0,1,1,"no"
"AGFG1","WT","EX","OK",8.59873,12.3158,0.518319,1.78159,0.0017,0.0148586,"yes"
"AGFG2","WT","EX","OK",1.72855,1.78369,0.0452979,0.110529,0.84635,0.959224,"no"
"AGGF1","WT","EX","OK",8.98725,9.71351,0.112113,0.373977,0.51395,0.8044,"no"
"AGK","WT","EX","OK",5.04031,5.38777,0.0961756,0.274545,0.6316,0.871704,"no"
"AGL","WT","EX","OK",5.56078,7.82648,0.493077,1.64408,0.0044,0.0323772,"yes"
"AGMAT","WT","EX","NOTEST",0.101635,0.144104,0.503709,0,1,1,"no"
"AGMO","WT","EX","NOTEST",0.0470789,0.0082317,-2.51582,0,1,1,"no"
"AGO1","WT","EX","OK",5.95615,4.86668,-0.29144,-0.964496,0.0891,0.306723,"no"
"AGO2","WT","EX","OK",4.3545,6.36887,0.548529,1.59828,0.0045,0.0328691,"yes"
"AGO3","WT","EX","OK",1.97356,1.67507,-0.236576,-0.542955,0.3467,0.679274,"no"
"AGO4","WT","EX","OK",3.9165,5.01693,0.357239,1.15016,0.04445,0.189125,"no"
"AGPAT1","WT","EX","OK",0.815217,1.0762,0.400684,0.447382,0.4959,0.792549,"no"
"AGPAT2","WT","EX","OK",17.3242,26.2818,0.601276,1.91845,0.0011,0.0104504,"yes"
"AGPAT3","WT","EX","OK",16.1244,17.209,0.0939182,0.324122,0.5762,0.839984,"no"
"AGPAT4","WT","EX","OK",1.90805,1.87225,-0.0273282,-0.0771265,0.8927,0.974015,"no"
"AGPAT4-IT1","WT","EX","OK",0.558111,0.39204,-0.50955,-0.320295,0.57345,0.838587,"no"
"AGPAT5","WT","EX","OK",2.05435,2.76757,0.429938,1.16744,0.0407,0.177964,"no"
"AGPAT6","WT","EX","OK",13.4069,13.6336,0.0241896,0.0795965,0.8875,0.972288,"no"
"AGPAT9","WT","EX","OK",1.5112,3.20262,1.08356,2.30192,2e-04,0.00243705,"yes"
"AGPS","WT","EX","OK",5.13269,5.90997,0.203435,0.673883,0.2374,0.557682,"no"
"AGR2","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"AGR3","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"AGRN","WT","EX","OK",16.8933,13.9799,-0.273094,-0.927941,0.11065,0.353181,"no"
"AGRP","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"AGT","WT","EX","OK",14.9448,7.19367,-1.05485,-2.80798,5e-05,0.000681395,"yes"
"AGTPBP1","WT","EX","OK",2.29083,2.91261,0.346442,0.933501,0.1032,0.336995,"no"
"AGTR1","WT","EX","OK",1.51563,5.03832,1.73302,3.64429,5e-05,0.000681395,"yes"
"AGTR2","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"AGTRAP","WT","EX","OK",23.4753,49.7234,1.08278,3.53086,5e-05,0.000681395,"yes"
"AGXT","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"AGXT2","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"AHCTF1","WT","EX","OK",3.96645,11.9798,1.59469,5.27808,5e-05,0.000681395,"yes"
"AHCTF1P1","WT","EX","OK",0.601399,1.55132,1.3671,3.35248,5e-05,0.000681395,"yes"
"AHCY","WT","EX","OK",29.1875,29.9282,0.0361568,0.119971,0.83255,0.954615,"no"
"AHCYL1","WT","EX","OK",31.5219,36.2951,0.203421,0.693868,0.22475,0.541382,"no"
"AHCYL2","WT","EX","OK",6.89144,4.38587,-0.651941,-2.0566,5e-04,0.00539414,"yes"
"AHDC1","WT","EX","OK",6.11077,3.84444,-0.668581,-2.12396,0.00035,0.00397201,"yes"
"AHI1","WT","EX","OK",4.11293,2.98929,-0.460366,-1.37282,0.0186,0.0997883,"no"
"AHNAK","WT","EX","OK",162.734,216.366,0.410954,0.739931,0.0857,0.299011,"no"
"AHNAK2","WT","EX","OK",11.2833,8.12157,-0.474358,-1.51653,0.00975,0.0607232,"no"
"AHR","WT","EX","OK",15.2176,12.9064,-0.23765,-0.794334,0.16165,0.445202,"no"
"AHRR","WT","EX","OK",5.79272,4.0935,-0.500906,-0.848196,0.1467,0.422533,"no"
"AHSA1","WT","EX","OK",35.4834,39.3092,0.147723,0.497655,0.38345,0.708127,"no"
"AHSA2","WT","EX","OK",17.207,20.0673,0.221856,0.335935,0.56185,0.83193,"no"
"AHSG","WT","EX","NOTEST",0.0116851,0,-Inf,0,1,1,"no"
"AHSP","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"AICDA","WT","EX","NOTEST",0.0142211,0.0155247,0.126529,0,1,1,"no"
"AIDA","WT","EX","OK",16.9921,22.9465,0.433407,1.46401,0.01155,0.0690323,"no"
"AIF1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"AIF1L","WT","EX","OK",2.62035,0.418278,-2.64722,-4.62716,5e-05,0.000681395,"yes"
"AIFM1","WT","EX","OK",8.92799,9.43537,0.0797438,0.242535,0.6641,0.889237,"no"
"AIFM2","WT","EX","OK",7.10561,11.5844,0.705148,1.53362,0.00815,0.052693,"no"
"AIFM3","WT","EX","NOTEST",0.214933,0.245422,0.191376,0,1,1,"no"
"AIG1","WT","EX","OK",24.8221,18.948,-0.389575,-1.2184,0.0347,0.15903,"no"
"AIM1","WT","EX","OK",1.56367,2.72917,0.80353,2.31196,5e-05,0.000681395,"yes"
"AIM1L","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"AIM2","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"AIMP1","WT","EX","OK",16.6335,17.1101,0.0407542,0.0818576,0.8879,0.972288,"no"
"AIMP2","WT","EX","OK",8.83998,10.68,0.272791,0.273923,0.63115,0.871338,"no"
"AIP","WT","EX","OK",26.9494,27.5043,0.0294002,0.0956788,0.8694,0.965013,"no"
"AIPL1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"AIRE","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"AIRN","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"AJAP1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"AJUBA","WT","EX","OK",7.88114,6.04165,-0.383463,-1.18267,0.0431,0.184784,"no"
"AK1","WT","EX","OK",31.8302,26.989,-0.238028,-0.800565,0.16145,0.444937,"no"
"AK2","WT","EX","OK",16.9058,15.4785,-0.127248,-0.421516,0.46175,0.771999,"no"
"AK3","WT","EX","OK",30.2366,35.0433,0.212841,0.724657,0.2048,0.511286,"no"
"AK4","WT","EX","OK",8.79399,7.23239,-0.282046,-0.945201,0.09745,0.324878,"no"
"AK5","WT","EX","OK",7.03478,15.8453,1.17148,3.70004,5e-05,0.000681395,"yes"
"AK6","WT","EX","OK",14.2404,15.974,0.165737,0.264647,0.6472,0.880695,"no"
"AK7","WT","EX","NOTEST",0.079146,0.106381,0.426652,0,1,1,"no"
"AK8","WT","EX","OK",0.494927,0.624885,0.336373,0.452832,0.4479,0.761986,"no"
"AK9","WT","EX","OK",1.69229,1.20721,-0.487297,-0.825997,0.1417,0.413958,"no"
"AKAP1","WT","EX","OK",4.71697,5.54404,0.233077,0.713112,0.21745,0.530538,"no"
"AKAP10","WT","EX","OK",8.0108,9.11234,0.185874,0.604037,0.29515,0.62532,"no"
"AKAP11","WT","EX","OK",8.96887,8.89271,-0.0123041,-0.0421087,0.94165,0.987132,"no"
"AKAP12","WT","EX","OK",320.967,169.081,-0.924709,-2.25213,0.00015,0.00187565,"yes"
"AKAP13","WT","EX","OK",9.43511,15.6597,0.730948,2.37001,5e-05,0.000681395,"yes"
"AKAP14","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"AKAP17A","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"AKAP2","WT","EX","OK",31.2866,66.8463,1.0953,3.43788,5e-05,0.000681395,"yes"
"AKAP3","WT","EX","NOTEST",0.389527,0.205241,-0.924404,0,1,1,"no"
"AKAP4","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"AKAP5","WT","EX","NOTEST",0.0283914,0.0618946,1.12436,0,1,1,"no"
"AKAP6","WT","EX","NOTEST",0.330327,0.44492,0.429651,0,1,1,"no"
"AKAP7","WT","EX","OK",1.12747,2.66115,1.23896,2.53114,5e-05,0.000681395,"yes"
"AKAP8","WT","EX","OK",7.50911,9.37486,0.320155,1.01364,0.0761,0.275507,"no"
"AKAP8L","WT","EX","OK",15.099,15.0527,-0.00442984,-0.0141608,0.98165,0.99474,"no"
"AKAP9","WT","EX","OK",4.49564,5.07474,0.17481,0.590495,0.3063,0.638554,"no"
"AKIP1","WT","EX","OK",21.8114,23.9472,0.134777,0.417676,0.4699,0.776874,"no"
"AKIRIN1","WT","EX","OK",14.7219,20.0423,0.44509,1.46781,0.01045,0.0639399,"no"
"AKIRIN2","WT","EX","OK",23.2875,25.9511,0.156238,0.513497,0.3663,0.695016,"no"
"AKNA","WT","EX","OK",4.62439,2.66312,-0.796145,-2.52957,5e-05,0.000681395,"yes"
"AKNAD1","WT","EX","NOTEST",0.0559098,0.11891,1.0887,0,1,1,"no"
"AKR1A1","WT","EX","OK",31.283,28.3733,-0.140845,-0.463971,0.424,0.743196,"no"
"AKR1B1","WT","EX","OK",75.2869,58.5668,-0.362317,-1.23321,0.03005,0.142063,"no"
"AKR1B10","WT","EX","NOTEST",0.39771,0.193498,-1.0394,0,1,1,"no"
"AKR1B15","WT","EX","NOTEST",0.0115256,0,-Inf,0,1,1,"no"
"AKR1C1","WT","EX","OK",165.205,457.066,1.46815,4.65658,5e-05,0.000681395,"yes"
"AKR1C2","WT","EX","OK",17.4949,13.2863,-0.396993,-1.10651,0.05655,0.225013,"no"
"AKR1C3","WT","EX","OK",74.8619,50.3503,-0.572232,-1.93533,8e-04,0.00800124,"yes"
"AKR1C4","WT","EX","NOTEST",0.20062,0.396522,0.982934,0,1,1,"no"
"AKR1C6P","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"AKR1C8P","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"AKR1D1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"AKR1E2","WT","EX","OK",0.581463,0.355843,-0.708446,-0.788078,0.1177,0.365989,"no"
"AKR7A2","WT","EX","OK",17.1539,17.8255,0.0554053,0.184408,0.75145,0.925435,"no"
