"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","label"
"1",-9.9490588313831,51.5933684458194,-7.96446143228859,26.0957242428164,-14.3366267462688,-6.01957524913308,5.38232381625833,-0.501057113818902,4.35384284564307,-2.76301730337825,3.41956870464633,-0.147223169157325,0.951442788040629,-0.129315006423472,0.499353805748022,-2.83532031967028,3.87197544718965,-2.14587918745313,3.70119342169987,-0.473279111907049,-0.677579787270159,0.229686091571711,-2.94175229468771,1.61091883644384,-0.590801416708523,3.59327849449641,-2.58450350764992,1.31902534200578,-0.471332966574868,1.23364388983845,-2.90833910789477,2.3894554234163,-4.18474359499668,3.4302705874797,-0.218914381124273,0.037485292125316,0.505140780374979,-1.26637710835632,4.14161703374272,-1.55487097132003,-0.35020464280706,2.59140845995616,-0.400892911108226,-1.35377092166535,6.37604844538213,-1.5796990898228,-2.08280242401983,2.29662532225627,-7.31419774833921,-0.0803428175327221,"1"
"2",-14.0005375181655,52.5595239118457,-7.73185565777048,19.9636402666648,-23.3769772725673,-3.30990901145336,5.1304402920711,-1.57893148840102,5.13311383319686,-1.88048766858473,7.19015622268458,-3.45171954213836,-0.6715156269345,0.640129660954352,-2.76123504913837,-4.91818862513121,6.64877298337037,-2.20174574750542,3.11576626804341,-2.12448477606467,-1.49498496300844,2.09966499603823,-2.08830269154386,0.534723089773433,-2.27673600056588,-2.61836295061742,2.02751511619755,6.19384137138813,-2.01585946317924,7.47523485778083,-5.16682842637583,-1.43685347208974,-4.45869504857235,-0.0457510094108297,-6.08108678801842,1.33219350014024,-2.30466321051949,-2.27519282970558,2.4382858841772,-4.81044944014752,10.263895383955,-2.61200963772935,5.94661297158413,-2.4522606246418,9.40822807561298,-4.69839219315411,-4.5781674078624,-1.26719797472176,2.38366166641727,-3.86455494344694,"1"
"3",-3.65660130808869,44.715404657602,-9.81603990549242,25.2286657764582,3.59362051663896,-0.263251705169461,-4.40970138047609,1.77889674007558,4.94163789539038,-0.894191828991963,3.80543104367659,3.6204079799403,-1.29906717536684,1.35139636648448,1.38787389916673,-4.15524172168557,4.145472660996,-4.77244314443652,3.32012515890675,-0.0805338737128755,-1.39798562892202,3.17410724167241,1.67258046421261,0.768248457722638,-1.60503269640378,-0.511202055836899,2.65297955318294,1.26747478539448,-2.5264025969629,4.19727858924552,2.61158762553655,0.2249699742632,-2.14457632336983,-0.954895682165067,-3.28769461333855,-0.612148252954583,-4.45094281164948,-2.21436522140986,0.0365141642520921,-4.470728887557,2.54654163580641,-4.57746539887182,1.80274000461258,-2.68992770503961,4.32825394487974,0.82390529264777,-2.24951162376377,2.93504221008863,-0.519360261724789,0.735120932509623,"1"
"4",9.67971029221618,30.8984051904515,-10.3124874118748,24.1145554661232,30.104834111709,5.49128606904573,-12.7332095453358,-0.949530717058283,4.3945563361369,-0.327231426315103,-0.247883737635372,-0.120566818692237,4.37302339323091,2.90697139921296,4.52895746927053,0.95240388887284,3.91067352701053,-3.94242194537154,2.34505521478719,-1.0228275893083,-2.77948434652808,3.68163091752248,-2.77289805980296,-3.19603870172617,1.97459715566346,2.39250483417279,1.37251261356428,0.475958352724562,-0.18752181025225,1.78242053514532,-1.8479439633031,1.13128801389548,-1.14417115488321,1.12187033270912,-2.92073841415662,-1.45487998254695,0.692559326591827,4.49295525316848,-0.958506197764744,-1.82205920952513,1.52019647674433,-1.54974816397616,1.31292001535533,-2.15672695306667,1.78109745476366,1.60222249502804,2.70555154029374,-2.17316988709229,1.75379014107417,0.759692090365384,"0"
"5",-8.50088242075633,50.633750089297,-9.12792141386433,26.011800772263,-13.8847155135441,-6.47950973561955,4.92595405569541,-0.812193764683859,1.47969979570239,0.00851109098837517,2.5129580102629,-0.461366728813597,0.755752259051048,-0.95148421065011,-0.649980000312887,0.456232730983804,-0.28135486687445,-0.0701209369809311,1.09019494800719,-0.0827063410388062,1.58345894396558,0.515990203312643,-2.36507724016535,2.48072431560659,1.47368647787011,-0.177627174406418,1.61537516047385,0.475678483289023,1.28188157048347,3.68433136108272,0.173487067906836,-1.00256481807024,-0.814876405711602,0.900286831810526,1.17204872380238,-0.191246083948526,-2.79932888402908,-0.00841048547899134,1.73624877993944,-2.81308108196372,0.27210620791109,-2.17439168587388,-2.36883125370113,1.27009995155617,0.0806988204905495,-0.708165085624927,0.724300094702049,-2.43055109140876,3.23497367879614,0.125507038446794,"1"
"6",-3.4370076928869,47.4192218745697,-8.51653610722654,19.0451068848481,-14.7384135509124,-4.14012313260201,-10.8384769149104,-7.57828425268621,5.83635704232641,-1.51891983413172,5.03973498900716,-0.649781292806615,4.59273885740679,5.43863989867451,4.37443227528131,-2.01527587704924,5.53227176118014,-7.10833621665797,3.83463624196597,-1.98950199243828,-1.67446589246318,-1.81374695365638,-0.993918548328782,-2.67088472253846,-3.03975926781757,-6.80822676126724,-2.94929606627405,4.49554362940007,-0.557354475670323,-2.74618107503122,-4.64157896494088,3.2012114981181,-6.0696116617241,-0.64526145082577,-2.92120609405094,-2.82165988564435,-1.57163457992507,-5.55184037445345,3.30706263809897,-4.56907055382409,3.06628478295037,-0.425164446753623,1.20694694348246,-2.68404754562074,8.6200011397851,-3.16817017521439,-1.58933392411461,-1.04889117702277,6.21323546182588,3.75016005851487,"1"
"7",-4.92807537512217,49.1161015506318,-8.63807941444642,29.8115851633445,-15.316514046641,-2.04551878502705,-3.45209229102845,0.863908703397417,0.421729215299123,0.316192053132698,2.42348260950193,2.60552737278737,2.41416529360302,-1.08834658061085,2.09028615989362,-1.34234194315806,0.257942263672493,-3.23023704277302,3.05356137483201,1.41685229959255,0.62406520591212,1.11868023209374,0.134466144879616,-1.25698911536337,2.21238169563393,0.347638133211211,1.47284734061237,0.45371399168116,0.825849979472494,1.30116088665432,-2.61445590958091,0.607265401289057,0.505920789665878,0.980487940439845,0.281473991325554,2.94204671352518,1.58653547831588,3.04573867813449,0.901811092258684,-1.02184444585636,-0.557376716157362,-3.97186062556287,0.0513491949086594,1.91855785819725,0.284774972988718,-0.905319556069018,-0.890686574362496,-2.46943504605015,-1.11442008679124,0.110071497754753,"1"
"8",-12.8605165304776,51.783039010754,-6.40404622828082,19.1709915618834,-13.4527200419201,-6.57996524753781,10.1680940502321,-2.24724325946962,4.79311527946835,-3.49950665046912,8.25553044887111,-1.09745431667771,0.892321868175345,0.419211406398659,1.97071329775457,1.55156979573383,0.648817189720893,-1.92994268367903,1.88387699865702,0.467687109857266,-1.4497544493507,2.46500315630293,-1.96304259731966,0.0422790152825212,2.58569751502553,0.51777196392578,0.82236355475232,4.94643145574124,-2.29865892413741,6.93441847250674,-5.66176986757596,-1.53773941887572,0.0566016169862499,-0.672521571959731,-1.45428454043224,2.76424668841373,-2.09799110538749,-1.2234306283384,-3.30551982133114,-3.7719536988646,0.0806562799274717,1.33556641047859,1.61793375126838,1.28852851477916,2.74719334999461,0.6104602562198,-6.74269742847699,-2.89090255394619,-4.20682530072164,-0.777511910669025,"1"
"9",-10.429595387744,52.0811275036321,-8.25582689092353,19.9751663575743,-17.5390293388288,-7.58455668402985,3.78241907747445,-3.82563346328147,3.65168628935275,-4.33149962500321,6.10491012078406,-3.11417523792072,-2.43898403916902,-0.452686661871623,1.3848003311491,-0.218288878877652,3.40355581024891,-4.82558532571823,-1.06670475075624,-0.850840081532229,-2.31644085371108,-1.54240348833778,-0.67000790491857,-2.65542110488805,-0.53140112655323,-0.92294842690716,-1.70604693721516,3.78441443516812,2.07669498871251,-0.699442437666723,-1.03675288104886,0.834383896866417,-0.416665479935128,-1.38550061794778,1.10815919204574,-4.62465589195499,-0.607300238041536,0.115216874681811,0.163606552338054,-4.19941225798138,2.38486334659989,1.35228760754383,3.04781996991495,-0.668068794179826,1.79537923807773,0.300455270133884,-1.72849483334146,-2.93316252697523,1.26459412204948,-0.136837596131499,"1"
"10",-17.2578887082692,53.9705425509615,-8.01803149862203,16.0481390390368,-26.5311119340167,-6.88229271493544,3.97466667721009,-0.347466702521871,2.89189492868937,-1.50076583805137,4.02248505498084,-4.6194942417039,-0.457107141847867,-0.263368273091512,0.509000226162624,-1.02257981037346,4.79104638402925,-2.98718675372288,2.21040591860519,-1.85871507124674,-1.21691443395149,-0.063670482089283,-4.19709671780697,2.16453146649627,-0.883323778665348,-3.14520108891328,-3.32227504053858,7.66097673079824,1.67817693362392,2.90080460181741,-7.09834116862689,-5.38741429904277,-4.4422116988151,-4.49206278718027,-4.65156492622129,-2.35666578368923,1.82844754992021,1.15712935239308,5.5158310933412,-3.92418621030202,10.8487078537017,-0.582305048864818,12.3097067563336,-3.25352504070273,11.6615622328073,-1.94489009650967,-4.74229922670235,-4.34188083032636,1.93241587541046,-4.76076413119774,"1"
