"FPKM.SRR5179446","FPKM.SRR5179447","FPKM.SRR5179448","FPKM.SRR5978827","FPKM.SRR5978828","FPKM.SRR5978829"
0,0,0,0,0,0
0,0,0,0,0,0
3.45356459279265,3.59387863958659,3.4539647387884,3.45199532904372,3.2501803063328,3.42267650739883
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,3.06561005001713,0,0,0,0
0.514200043644501,3.17222906817279,0.720552529365721,0.155530351207691,1.21927262312948,0.563830743049928
5.18795218869305,4.66079841394804,5.43846026901991,3.11129978898333,4.25411991948802,0
3.32349977607121,2.80883910376071,3.32240453837906,1.52145935884217,0,1.96487951201183
0,0,0,1.53894931037238,0,0
5.62950659427766,5.47179663950122,5.49808941708905,6.20936292141162,5.53436283817491,6.2790954736706
0,3.37523743199897,0,0,4.7885220149432,3.50696721553527
0,0,0,0,1.88926403476027,0
0,0,0,2.83055450225389,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.5950939953473,2.61023845815293,2.21917285822328,2.70675044869593,2.76166185698409,2.88595304651942
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.135286628685011,0,0,0,0,0.0951466737018236
0,0,0,0,0,0
0,0,0,0,0,0
0.447849990513997,0.54081388913439,0.455808268616456,0.882047460174915,0.832260558103979,0.630406403455563
0,0,2.77372526702816,0,0,0
0,0,0,0,0,0
2.62965410518397,2.35714179866223,1.01089152694918,2.52742445816209,2.16025708001812,2.97119331015113
0,0,0,0,0,0
0,0,0,0.201665223764426,0,0.25791337828429
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.559997830194618,0.525046540583191,0,1.3632344477545,0,1.45805699366663
0,3.01516818684226,2.82410021041995,0,0,0
0,1.90667513706111,0,1.57674559927529,2.34337797312611,1.30337688313806
3.06584317921295,3.1281879669044,3.02052122504058,2.80639644813412,2.97930980941292,2.91087174481354
0,0,0,0.844728709278175,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,2.99457013035233
0.311256638855914,0.968949660394478,1.26365763568212,0.665790230620667,0.743738991695468,1.13603319312633
0,0,0,0,0,0
0,0,0,0,0,0
0.616604242204917,0.199282234466788,0,0,0,0
0.228212862225543,0.332575042061391,0,0.245702529604986,0,0
0,0,0,0,0.381218020538094,0
0,0,0,0,0,0
0,3.72844854760711,4.48133175318558,4.30846885774917,4.46472210570509,4.28401241929194
4.23385094955669,3.1068844561508,0.484090685222656,0,0,0.153448670748925
0,0,0,0,0,0
3.68539177528541,2.91074455641406,2.73914342895085,2.46749469467971,2.35290227899346,2.80302694680094
0,0,0,0,0,0
0,0.661742304242115,0,0,0,2.57420059155024
2.32910981525819,2.09477013979972,2.34992797744782,2.20779541959537,2.64922018694752,0.776475460544328
0,0,0,0,0,0
2.64520845752402,2.64025141568026,2.59910232562665,2.88229695666237,2.7625314533153,2.85533814549491
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.527635889252847,0,0,0
0,0,0,0,0,0
2.79220005763262,2.67866576746776,2.46303071546543,0,0,0.304005133722336
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.836665840980305,0.756034362787677,0.932795186307081,0,0.298705231713554,0
0.664978823739799,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.965909112778099,0.980774063933547,1.2304889412087,1.4999397468852,1.15084168939203,1.13044264246401
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.031022475441813,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1.99473104539555,0,0,0
1.11029040513477,1.35668640947497,1.51225976087303,0,0.152627356777904,0
0,0,0,0,0,0
0,0,0,0,0,0
0.775564719516751,0.840881328242162,0.669556563756335,1.68167324235674,1.64030764689645,1.6107638340817
0,0,0,0,0,0
0,0,0.071823066305871,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3.05133590336962,2.80140784616847,3.31250457477337,2.36484833884646,2.36383016387214,2.072314727392
0,0,0,0,0,0
0,0,0,0,0,0
2.63432212781319,2.2193661851886,2.08340843807133,2.74329888151937,2.69151049201997,2.92687748681272
0,0,0,0,0,0
0,0.888844148800154,1.40054831257886,1.71693208829832,1.5546242126206,2.17189725954108
0,0,0,0.865621141411006,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.122705845769662,0,0.16470777074638,0.161231147068093,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1.08472897628296
0,0,0,0,0,0
0,0,0,0,0,0
1.2311816968963,0,0,0,0,0.863874241138913
0.270528942380718,1.10724528569331,1.12811189776487,1.52422669712555,1.39738624478674,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.65126252457632,1.39814292697269,1.49120919006921,1.81712631185385,1.22486452410884,1.6354957740083
3.7832235203127,3.90951064991492,3.95482704906878,3.35265232431602,3.28448540935014,3.67220037715878
0,0,0,2.87486600118752,3.08800247798694,0
2.41993631947627,2.24711816233929,2.1293136841936,2.09172521857696,2.25294028460882,2.0863428752956
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.861741821537888,1.1135958266424,0.780571314496033,0.691222366169905,0.576258970213534,0.932086123400365
1.68065742115017,0,0,0,0,2.8539734977464
3.15129302260255,3.41532465718018,3.53842033458467,2.90385081089361,3.22592362653714,1.65329899385006
0,0,0,0.45968341252488,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.24430712526765,2.27655621838606,2.19816440199219,2.11935650907532,2.30341224776273,2.29831812784824
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.411811274598593,0,0,0,0,0.475672220494032
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.02490117945816,1.09622878810653,1.08702962824424,2.02983837752322,1.99875947041837,2.16603442216195
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.0777939895333508,0,0.0781315894673416,0.0840928461995641,0,0
0,0,0,0,0,0
6.12126111494529,6.16818502418261,6.11084186273694,5.30361466433027,5.35569480015006,5.23155578954245
1.11704934202655,0,0.733547844023734,0,0,0
0.832604889203036,1.57911255039034,2.13766024438039,0.8667283964257,0,2.13220238428174
0,0,0,0,0,0
1.58723151746742,1.41429305693852,1.44170337289272,1.55476564772601,1.70521887762431,2.04916477864244
0.86332398516085,1.44459445325092,0.88221418731632,2.17930912253012,0,0
0,0,1.82869412961036,0,0,0
4.12202443706142,3.97841897380773,4.03697923031243,3.82200566178475,3.75532783097918,3.83484164701273
0,0,0,0,0,0
0,0,0,1.60976772514551,0,0
0,0.552180304176821,0.63862809640742,0,0.582115660939291,0.454269612666216
0,0,0,0,0,0
1.68773707308559,1.25609460848053,0,0,0,0.300308846349442
0.428864897847945,1.09201186252104,1.73921818994201,1.23535086864875,1.34483872078434,1.08497790912456
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4.0805761470672,4.24905950889904,4.11783947115333,4.56149502148985,4.78670665066556,4.73204284471279
0,0.656392941285648,0.465108326412443,0,0,0
0,0,0,0,0,0
0.175992063928955,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.421679502541902,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.894542291368533
0,0,0,0,0,0
0,0.588585844007322,0.915963679943824,0.877320997323588,0.987218982228034,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.524481976625986,0
0.273863168899471,0.964438557612141,1.07079391276493,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.51282053262496,1.16350195258072,1.28884105339601,1.9952442607521,1.97153215029231,2.02056478290471
0,0,0,0,0,0
0.303462808902206,0.977400830017808,0.587244961397651,0,0,0
2.19233874323103,2.00984984204067,2.11313304308886,2.13291337742394,1.65355764959082,2.06450316318436
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.602001660556231,0.256486565173272,0,0,0
0,0,0,0.765775741169626,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.23561157835208,2.24574207428962,1.99052906642884,2.081274172884,1.9701026686376,1.76593822022798
0,0,0,0,0,0
0,0,0,0,0,0
4.57792043890664,4.66140889158907,4.57166340218768,3.40207489235737,3.18708835513037,3.3611072066199
1.42962828228778,1.26743931554806,0,0,0,0.716382530312889
3.72505290425025,3.86031030990195,3.70354604523055,3.25022655142548,3.37563738272671,3.07690843950425
3.355492618968,3.31319897069405,3.14563425520582,2.77372758758585,2.16315540730229,2.51633820389827
0,0,0,0,0,0
0,0,0,0,0,0
0.109395330777613,0,0,0.360977748034397,0,1.10972294295479
4.52434142802989,4.36816419007418,4.50237426893364,4.40203394976231,4.52612610505955,4.44169095831171
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.91136101825676,0,0,0,0,3.03065018792878
0,2.40015643932445,2.03526178301875,2.55254626918303,2.19974269167944,2.27557715707411
0,0,0,0,0,0
2.11412244575498,0,0,0,0,0
0.965951212133089,1.11507320624428,1.22988442916031,0.322476214866699,0.56049877854765,0.401682887556631
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4.72761152142597,4.76215015232141,4.79918032166732,4.28652153784137,4.13152059086731,3.92508814482823
0,0,2.48580265179747,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.922492447856931,0.657431473833832,0.760356372441597,0.603153211788126,0.590293496167067,1.18760560890531
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.0845881673786607,0,0,0,0
0,0,0,0,0,0
6.51894544931697,6.59986518784431,6.41274826846384,6.31686403210098,0,6.20103237111045
0,0,0,0,5.8812136821846,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.107037003456213,0.502121795583624,4.57024298827501,0
6.93292253550541,6.65203507299775,5.68344078833823,0,0,0
4.96953857410606,0,2.66044378951441,2.51675648157564,0.461203733174663,2.35594317149517
4.6213460884398,6.19450738940552,6.9649810916873,0,2.36700922814823,0
0,0,0,0,0,0
0,0,0,0,0,0
0.0844602710532134,0.1296496622111,0.113289765959083,0,0,0.0994662301583286
0,0.165249513501785,0.157846996444362,0.154767244296606,0,0.0775479155174051
0.0356196872024711,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3.28640095789426,3.13294051390305,3.29998179154746,3.15616763774059,3.1362437306194,2.93545239287065
1.57537671798902,2.18309454362011,1.11136723420565,1.11957397600643,1.25760447584716,2.51906126164722
0,0,1.34717239136264,0,0,0
0.677977225143859,0.940387790144066,0,0,0,0
3.06137737118894,3.89079385108325,5.33808538083856,2.77900604433271,6.38632300615691,3.84236573207884
4.32493010315025,4.91243421089577,6.74902391119099,0.103543294949647,6.82797102028054,0.51503317493486
9.38933750715695,9.3936254699494,9.14670803576892,9.23327765518738,8.67944573480405,9.18980254526085
0,0.419396502621659,0,0,0.93928150066605,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.976991905341938,0.344578559672327,0.589901518976833,0.751834737875408,1.08671380324549,0.817167252891998
0,0,0,0,0,0
0,0,0,0,0,0
0.38850587571105,0,0,0,0,0
3.67827567139651,3.69622211044139,3.8208304538318,2.6893051997118,2.69540436959835,2.56838118013927
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3.75919355221743,3.74155931592925,3.69462594413591,1.29597569441579,1.3884584844565,0.937425753336109
0,0,0,0,0,0
0,0.780431053557078,0.494315245512355,0,0,0
1.34750522195973,0.884457258692341,1.74421837157985,0,1.16643908938249,1.20690448564936
0,0,0,0,0,0
1.17991864161945,1.24759337695366,1.53406060608442,2.24484627349735,2.11063518478853,2.27984685263519
0,0,0,0,0,0
1.16653228497199,1.21235206226613,1.17919699902577,1.45937810677428,2.04594230565924,1.95090022485446
0,0,0,0,0,0
0,0,0,0,1.43183366604804,0
0,0,0,0,0,0
0,0,1.19149379890044,1.55820198871321,2.01519709558045,0
1.49183565564421,1.98993644830122,1.37049184953485,1.580860382201,0,1.38059758325319
4.7246267540843,4.66373564262288,4.53876640674734,5.32560534256412,5.36007788649931,5.21811576303524
0,0.71655374095273,0,1.26085067772345,0,0
0,0.760450055928704,0,0,0,0
0,0,0,0.319243339744892,0,0
0,0,3.95386231109497,0,0,0
0,0,0,0,0.470927257475127,0
0,0,0,0,0,0
2.30039993394871,2.38266725274504,2.50220455772703,1.96167481250583,1.92491737125608,1.9377967172513
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3.06429948349726,3.09916894195391,2.81809057408259,2.21570965537029,2.17178039607301,2.25218431513847
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
