"FPKM.SRR5179446","FPKM.SRR5179447","FPKM.SRR5179448","FPKM.SRR5978827","FPKM.SRR5978828","FPKM.SRR5978829"
2.71556109520928,2.32749796209611,0,3.67633015239918,3.01166791467801,3.72961726340815
1.21030282388685,0.851019390351166,0.998854767053769,1.02693175457323,1.47619138963356,1.43413178842452
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
8.71805808364229,8.766512530356,8.76273340553428,8.24463443697063,8.2798892415013,8.21486424965725
5.2709092255398,5.17232373088361,5.37835267528238,4.09505052337836,4.53466407328862,4.27064592301299
1.9230091837591,1.79952253633508,1.53257430220178,1.39916179490239,1.47167599466633,1.42739967562859
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.184489779479578,0.383671671647329,0,0.180212800073835,0.361820003609092,0.360268749269134
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2.68229124761732,2.86979384196532,0,2.14358541693624,0
4.07781107644822,3.53586546207949,3.49852571943529,3.81186309436546,3.39257337539289,3.62402074267716
0.0534144443933511,0,0.0616587038649879,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.95893507898884,2.68100975548911,2.90325080124036,2.22403039271121,2.1485521545393,2.27515488635873
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.829691280820522,0,0.728693749587496,0,0
0,0,0,0,0,0
2.29559843612643,2.31268143572968,2.26266647168477,1.56776835698376,1.46027652816554,1.42457332759284
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.629201791649531,0,0,0,0,0
0,0,0,0,0,0
3.28431571942086,3.46285251766197,3.48219169453245,3.53802220236747,3.61846925690133,3.6685006303067
0,0,0,0,0,0
0,0,0,0,0,1.97626720841991
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.16031452918234,1.8583264046155,1.94282524949544,0.829201723474121,0.817392407836422,0.742679742605603
0,0,0,0,0,0
2.71998836460703,2.70928092948554,2.78061498577691,1.83025451275292,1.81478746944026,1.90858351828176
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.44478101510955,0,1.65551532478591,1.73281100396983,2.24600091311031,1.45806171970721
0,0,0,0,0,0
0,0,0,0,0,0
1.05761385499579,2.20344644061432,1.8327608238983,0,0,0
0,0,0,0,0,0
1.0736303744687,0,0,1.44035746192339,0,0
2.24385488909707,0,0,0,0,0
0,0,0,2.08870031245222,0,0
2.27306048119594,2.85038159301944,3.02160959965273,0.423681428217687,2.3571375749332,2.42409814664309
0,0,0,0,0,0
0.369359272140212,0.382204630907861,0.317195225304506,0,0,0
0,0,0,0,0,0
0.230713339500726,0,0,0,0,0
0,0,0,0,0,0
0.811401976806922,0.979246876065143,0.806600401380054,0,0,0.183749462755829
0,0,0,0,0,0
3.97498701104776,4.01366225796779,3.86998202171408,2.05020668534256,2.36414544343685,2.33279785763563
3.25462865883373,3.21294684912796,3.25132644437067,3.39116569253462,3.50921824222933,3.18440011724924
0,0,0,0,0,0
0,1.40828686905128,0,0,0,0
0,0,0,0,0,0
1.59489341753947,1.29073815296894,0,2.10372590148829,0,0
0.692009327380795,0.962003305229778,0,0.572433753250883,0,0
2.62732340708953,2.66603438203801,2.84459515198288,1.82888094492079,2.35526834723142,2.30511515337469
3.78885773808673,3.79754532748844,3.80963741702968,3.24418897892475,3.33272168034672,3.35568613280338
0,0,0,0,0,0
0,0.305402083444614,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1.69015021137854
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.54816778980474,2.66962254811432,2.32175438394683,1.87026212428818,1.6022806065324,2.16995161090545
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.37267690126089,1.88652088343645,1.77814001520874,1.24742141838254,0.88253819341016,1.05268437460951
0,0,0,0,0,0
0.999325382364222,0,0,0,0,0
1.19332262481149,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.603709655437772,1.25382169820775,1.38435655416233,1.55892147496363,1.69492831896618,1.61429711541656
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.782012608235889,0,0.718554958980624,0.841351640277502,0.766796128612837,0
3.05139228886866,2.9440746809164,3.02099868965227,2.103838340708,1.98033721046559,1.6562583806089
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1.10338618112138
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.413179193778814,0.416233358376922,0.22224567117744,0.446631017199651,0,0.774159146415811
0,0,0,3.16598218321253,0,0
4.16673464328605,4.40701535764811,4.46177939844499,2.3360059637895,3.95783902691347,3.475710088296
0,0,0,0,0,3.25713541498386
0,0,0,0,0,0
2.45137650939841,2.34503608247071,2.37992449489417,2.00826492432434,1.76802336926936,2.07256718325488
0,0,0,0,0.856804072018681,0
0,0,0,0,0,0
0,0,0.945080266536618,0,0,0
0,0.656514675846288,0,0,0,0
0,1.5846734518606,0,0,0,0
0,0.804349338968399,1.06884619320365,0,0,0
1.40175660132588,0.37715707375036,0.790871271853625,0.615035797484245,0.615707255367386,0.614707017607869
0.537156885662017,0.381973264347386,0.526948186833852,0.566920339080595,0,0.249111555989338
0,0,0,1.72931826586966,0,0
2.60289082068213,2.57851248164319,2.21219920196636,1.10004918158646,2.053876283456,2.049687916831
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.579474644163531,0.313548873005097,0.475129512392833,0,0.203001890863,0.206761985151339
0,0,0,0,0,0
0,0,0,0,0,0
0.395523510675737,0,0,0,0,0
3.80208327835677,3.92086149961421,4.11207480159649,2.8137134791408,3.00720680605986,2.82021368881593
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3.62632979145582,3.72237333926703,3.61345951636245,2.8838655454178,2.68277800169986,2.7110507965908
0,0,1.11739982509432,0,0,0
0,0,0,1.30884138283422,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.3427128871335,2.35728342721625,2.55363918445445,0.276525251265087,1.22019682451667,1.57282274521608
0,0,0,0,0,0
0,0,0,0,0.252233978473163,0
0,0,0,0,0.193427347542632,0
0,0,0,0,0,0
0.616999379462696,0.170741656252116,0.369947720505563,0.731850550948318,0.605460198041849,0.544176734193449
0.304640703310709,0.305402083444614,0.181650893335745,0.570284161777129,0.40492164605619,0.418582890495877
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,3.25186555090445,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.50727048205494,0.809318947423562,3.36985743104428,3.10679687230803,0,2.58753109534532
0,0,0,0,0,0
2.78199624751782,0,0,0,0,0.927450495356911
0,0,0,0,0,0
0,0,0,0,3.24713730764194,1.62304510618891
0.454784434702225,0.875962452219872,0.439413565895282,1.79260801201141,1.19559075699361,0
1.99033554818294,1.48299228730036,0.695331089861539,1.0664054290009,0.714413465072839,0.58372124917129
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.853658779464576,0,0.484243331937325,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6.40851218609762,6.4299051102234,6.42081194624304,6.91146815054319,6.98387751053815,6.96975880806957
2.89487595487549,2.822862686277,3.04392013804443,2.26830892335876,2.02642862819724,2.21868849760758
0,0,0,0,0,0
0,0,0,0,0,0
0.940415605661546,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.57170253315192,0,0,0,0,0
0.306100051387386,0.438529199966691,0.549118106295973,0.481970527169474,0.459983409531663,0.462316221445859
0,0,0,0,0,0
2.34835452749706,2.37306990391312,2.33377262908465,1.94131781557428,1.96341826470089,1.97056324593303
0,0,0,0,0,0
0.141390935162293,0,0,0,0.329866428853352,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.653821302305432,0.579597252656887,0,0,0,0.609594233588476
0,0,0,0,0,0
0,0,0,0,0,0
5.13514266377107,5.15805784965472,5.15124852894849,5.44331185011911,5.59221679732965,5.57140720465434
2.2630836970723,2.33877809201139,2.46065136056644,1.83226177353474,1.69078314273572,1.59175025755415
0,0,0,0,0,0
0,0,0,0,0,0
0.42338131640205,0.413492267004352,0.269868590104073,0.299817870095031,0,0.42405029735411
0.71404852825509,0.77905123429923,0.835383265350041,0.977131890814295,1.06032274953575,0.843701707292914
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.0572104096102,1.28662628857242,1.25298840861964,0.620360253211218,0.757235793610251,0.518088917169726
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4.24221887943243,4.16606303223105,0,3.83589002705789,3.55641175719566,3.72287385605554
0,1.21587177125582,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,3.49721315837685,0,0,0
0,0,4.31321021939255,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3.39243214682281,3.23361875650211,3.38003605141783,3.02750158729787,3.37099770541953,3.16472900677526
0,0,0,0,0,0
2.46265440704339,2.51205213407725,2.59062836541488,2.99582131945644,2.74416798603773,2.97449682394731
0,0,0,0,0,0
1.25510185969863,1.24007492896131,1.0013396415258,0.514428318975868,0.709872008495519,0.599578693169549
0.6992930968858,0.733996359742127,0.781683680222871,0.472288119848439,0.386676325434359,0.422409558525778
0,0,0,0,0,0
2.45742724157987,2.39603176763535,2.19620351143362,1.40914813559155,1.2025117562101,1.35279524155762
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.83588830952224,2.84364483116496,2.79420789531891,2.92715273381944,3.11044660186293,3.0392803747899
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.59764177064568,1.4393715415171,1.3800456130042,1.09883656653274,1.08687681832973,1.09215330218305
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.787730835821709,0,0.659075127128752,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.0330867593480731,0.0536174076839531,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.323723997574154,0.500830600803785,0.429287085974522,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.368309071608565,0
2.67753620513324,2.57711795796761,2.95401033035528,1.72607785510137,1.58328896599057,1.72726221772017
0,0,0,0,0,0
1.80865811740651,1.22813649995992,0,0,0,0
0,0,0,0,0,0
0,1.22173914479654,1.58656828810829,1.31128628803492,0.441116916236576,1.44530453147359
0,0,0,0,0,0
0,0,0,0,0,0
0.195566820911942,0.550448582202398,0.247837607961848,0,1.1583680525333,0.0902572642693443
0.135400903692418,0,0,0,0,0
0,0,0,0,0,0
0.208805645134016,0.228358185694369,0.253280144986756,0.171291387881935,0.10720845340269,0.212325289534283
4.51351342174614,4.23572300129535,4.40495651394945,3.75999062923639,3.79061316587465,3.76695573742474
0.48182693744382,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.61841862879953,1.82365113959059,1.89409094689589,1.77734648734941,0,0
0,0,0,0,0,0
0.92672134473339,0.816314620669303,0,0,0,0
2.52225591423472,0,0,0,0,2.23452002090797
1.51843895610666,2.4057694052342,2.48652569067235,2.41128902046157,2.4237540265369,0.300977664430484
0,0,0,0,0,0
0,0.397697835661318,0,0.873201350191783,0,1.32744766146232
0,0,0,0,0,0.411389364329189
0,0,0,0,0,0
0,0,0,0.373408786213452,1.06456765863175,0
0,0,0,0,0,0
0,0,0,0,0,0
2.22032840692267,2.36543610993626,2.58758581919922,3.64988994735257,3.69758535409416,3.78325181274496
0,0,0,0,0,0
0,0,0,0,1.06285047573806,0
0,0,0,0,0,0
0,0,0,0,0,0
0.992738706595043,1.97905549791417,1.7784621824184,1.0598252538086,1.41689431473801,1.10414003727853
0,0,0,0,0,0
0.571363241499039,0,0,0,0,0
0.86984535454094,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.98063552807752,0,0,0,0,1.0298705266258
0,0,0,0,0,0
0,0,0,0,0,0
1.13020341004714,2.27972415370664,2.09972979915246,1.20268539072754,0.792495570559451,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.0429538533344642,0.308719669368509
0,0,0,0,0,0
4.11530821799317,4.01199210599473,4.14567981893134,3.35775776751961,3.09869965408542,3.2092878751173
0,0,0,0.301414395741628,0,0
0.984882416440612,1.39215638154449,1.17958875625604,0.752335844530903,0.664514697632147,0.608433620055486
0,0,0,0,0,0
0,0,0,0,0,0
1.03566120819353,1.15082414642388,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.3393187083161,1.15070263927059,1.36161790711101,0.844192798670714,1.18320255269789,0.899135404642442
2.72751666121381,2.24020104660897,2.53875815164254,1.40703018231649,1.36062216859383,1.05424002097719
0,0,0,0,0,0
2.68917546370484,4.90581711976193,1.70257953380808,3.59807954439012,3.54230560219316,3.72094263070735
4.65499477465957,0,4.75279091911621,0,0,0
0,0,0,0,0,0
0,0.762268864521606,0.715111424377821,0,0,0
0,0,0.0278745112035107,0,0,0
0,0,0,0,0,0
1.08763120242387,1.20219577553284,0.903113874609928,1.08697190195661,1.07232947806654,0.715011234353663
1.6832931169513,1.64730161389137,0,0,0,0
2.37074431150505,2.46793128525897,2.80548872307722,2.02102765952321,2.00542046919554,1.97584659264641
4.28971962031112,4.23205784521334,4.30488072155175,3.74166026762262,3.65654854002567,3.61438911796981
0,0,0,0.125713251254936,0.342289620215044,0
0,0,0,0,0,0
0,0,0,0,0.672336627642991,0
0.361199028118992,0,0,0,0.319756648208334,0
0,0,0,0.635320705128196,0.206841987163804,0
3.87639022940166,3.90863299187362,3.92545593270524,3.92288629501339,4.12530344432337,4.20304176182176
0,0,0,0,0,0
0,0,0,1.54354982881838,0,0
0.629825667447074,0.556454921434774,0.304283229870502,1.18872943424832,0.867372255445934,0.543785878049574
4.53783607574671,4.37541879287924,4.42653119251658,3.32639727106774,3.66688006766443,3.53504477586022
0,0,0,0,0,0
0.409393108665069,3.28057065305823,2.42573132864857,3.3238624614439,3.04580726816865,2.6497607558527
0,2.09937768979417,0,0,0,0
0,0,1.31045762566474,1.38861663292122,1.45802023504472,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.729557120828236,0,0.514645450040778,0.541142099224639,0.434619154474064,0.646922982909912
0,0,0,0,0,0
2.48273781846789,4.20140967716958,0,3.28413860463026,4.11785741982819,4.21738459548495
3.9286289899741,2.17780141541596,1.72943661060973,2.92749581799786,3.55781123914649,2.95829388287323
0,0,4.54863698509368,3.99301924940901,0,1.82427662196516
0,0,0,0,0,0
0,0,0,0,0,0
1.49126769222753,2.08895093480826,1.50861880191256,0.924844800614731,1.21258863690783,0
0,0,0,0,0,0
0,0,0,0,0.765639125816371,0
0,0,0,0,0,0
0,0,0,0,0,0.840706532809991
0,0,0,0,0,0
0,0,1.51698737739318,0,0,0
1.26848469837947,0,0,0,0,0
0,0,0,0,0,0
0,0.612787482991433,0,0.896216038974139,0.863900400822237,0.364969048875706
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3.8381865626604,3.54351716487662,3.50394210275399,3.00356104193192,3.11700976600782,3.16321515687402
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1.00720985650732,0.290979905543148,0.300746951367276
0,0,0,0,0,0
0.563634556080294,0.666385760244124,0.644809669172725,2.73332939153649,2.94387164224302,2.82994877976255
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0.822077473953287,0,1.73639532839411
0,0,0,0,0,0
3.02453830114826,3.02353303993319,3.04725917547801,1.23194659949271,3.02074611171588,4.12818582184263
0,0,0,1.87702802436904,1.64121861113903,0
0,0,0,1.64698287033752,0.873087141296015,0
0,0,0,4.25536506811579,3.78898267479402,0
0,1.41629173793265,0,0,0,5.11384245330606
0,0.88024432416814,0,0,0,0
3.82910235065523,3.78589774018774,4.0459942733822,5.12951523093728,4.82532858294871,0.374911495126284
0,0,0,0,0,0
2.18413173203361,0,0.922490164371528,2.07319950102744,3.71567519308862,2.16015540875566
0,0,0,0,0,1.04891202901555
0,0.806663911771497,0.28593125800092,0.788111859022113,0.863183612504681,0.879100334605908
0,0,0,0,0,0
0,0,0,0,0,0
0.420586959013307,0.458200343343739,0.578627685223627,0,0.473680945602844,0.359793266512789
0,0,1.97129853938774,0,0,0
5.43041695638529,4.96407983624035,4.87895119237192,4.17199906712071,4.34738495536761,3.89238655695215
0,3.78647989615546,3.88576030191887,0,0,2.44059958471698
0,0.821973834794172,0,0,0,0.396223071496023
1.09007768867938,0,0,0.207479344717351,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.29477306004236,0,0,0,0,0
2.32290562233943,2.64397967918495,2.14824626136412,1.87718551454517,1.96864928493358,2.04474731781502
0,0,0,0,0,0
0.618327000339222,0,1.35004626368263,0.659651516226227,1.42119367064468,2.12962559573007
0.36808552602053,0,0,0,0,0
1.21283264168379,0,0,0,2.28198601865956,0
3.72234929260448,3.98162545658709,4.05247136797829,3.60893529560408,2.80589149340622,3.56140324922325
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.54877789884719,0,0,0,2.49902282199023,0
1.78939414836293,0,0,0,0,1.83387172512183
0,0,0,0,0,0
0,0,0,0,0,0
2.91392722433381,2.70150647407822,2.7884794176162,0.514473767716895,2.02900189580074,2.18890979790634
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2.3592237174441,0,0
0,0,0.31920633748361,0,0,0
0,0,0,0,0,0
0.231689219715056,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.1480197284499,1.52034077638843,1.42532179637674,1.18415903310654,1.35124838445761,0.852754755112829
0,0,0,0,0,0
0,0,0,0.420897351368829,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.276946823452578,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3.18769602216682,3.20546915021801,3.05682713598691,2.762199541611,3.09471221577428,2.97508462483249
0,0,0,0,0,0
0,0,0,0,0,0
0.330590523300322,0.334715855477028,0.390098638691304,0.0756982834360903,0.36289737373122,0
2.70355567939137,1.27384467331787,1.27044163052588,0,1.31574764259592,1.30379068265052
0,0,0,0,0.341091966990301,0
0,0,0,0,0,0
0,1.01212596457828,0.863846495501892,0,0,0.992081718513763
3.03983587890061,0.903519602486262,2.89300275434242,2.23410518416003,2.1113074685489,2.15000491217075
0,0,0,0,0,0
0,2.94337901878423,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3.29928510662271,3.41579597711868,3.43686888516141,3.51112908504388,3.47326012138201,3.37438308178816
0.0376169703303635,0,0,0,0,0
0,0,0,0.0962996406469172,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.509191127052477,0,0,0,2.15364322640519
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,3.26720857031011,0,0,0,0
2.53667561210283,0,3.10921895770447,1.13433004150162,1.4054941355577,1.61509137177928
0,0,0,0,0,0
0,0,0,0,0,0
2.67727978336767,1.62412289175706,1.57404481669182,2.42318335902929,1.41849060179369,0.679073328840077
5.2559111630443,5.18985155481136,5.47932771216544,5.35609298391631,5.41025595432681,5.37997227124407
0,0,0,0,0,0
4.6495748216228,5.19322873852138,3.5257705988267,2.87896482270997,2.91444033922605,1.69178828912417
0,0,0,0,0,0
1.99718761195525,1.95109462810177,2.10874891430139,0,0,0
0.749696441074543,0,0,0,0.404930363108508,0
0.55607522805088,0.878804584551426,0.687368012373945,0.333308084487498,0,0.461405972333274
0,0,0,0,0,0
1.13806868718435,1.50949924709015,2.06291469982618,0,0,0
0,1.21265773428545,0,1.54703665477826,1.61146702808933,0
1.33215738495981,0,0,0,0,1.7317180694123
2.34200338954531,0,0,0,0,0
0.754875533088295,5.65027147748243,0.681278335745886,0.491424199496984,0.141806822930591,0
0,0,0,0,0,0
5.83719037231141,2.19560618925675,5.8771613864766,5.3019803471239,5.399439608393,5.38340490651059
0,0,0,0.229872127201128,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.434113101892477,0.139786420915571,0.444402036063007,0.412685071516217,0.281965253777771,0.514890819306168
2.58650704047698,2.49954105566362,0.356031095272221,2.40125390789627,1.81292080634132,0
0,0.499544372167872,2.05794893390099,0,0,0
0,0,0,0,0,0
0,0.946149173993993,1.58233054924555,0,0,0
3.78845864052242,3.8595972013932,0,3.13563829093762,3.16821150526749,3.15709174526822
0,0,4.53037299963092,0,0,0
0,0.303342394487331,0.200141468313881,0,0,0.324675830403216
3.39751603686125,3.42040707871396,3.33544781122472,3.59998042417394,3.5363601864305,3.48609121556824
0,0,1.14971850915596,0,0.44186906744624,0
0.0808472817211069,0,0.149418066233997,0,0,0
0.913075138597092,0,0,0,0,0
0,0,0.33924230438008,0,0,0
0.213357236683744,0,0,0,0,0
0,0,0,0,0,0
0,0,0.92509327342152,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.70101224347904,0,0,0,0.887632104202452,0
0,2.3650275798014,2.35204688737632,1.64389958538889,1.05686995812891,1.33105680378689
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2.76057034512217,0,0,0,0
8.90996292231669,8.89371026689024,8.90236821305061,9.74476846242803,9.72177467676998,9.72205652308549
0,0,0,0,0,0
0,0,0,0,0,0
0,0.662183619752485,0.0701763429027497,0.452078776201646,0.431168285373533,0.271915654988358
0,0,0,0,0,0
6.59237045801757,3.11653027781961,6.40891678864056,7.15335194047701,7.2686547822461,7.307841310078
1.50568822699705,3.91120299589787,3.70877743915637,0,0,0
0,0,0,0,0,0
0,6.82582737904522,0,0,0,0
0.80060796724556,0.561230320234313,0,0,0,0
8.42015285849097,8.4156916173955,8.43463777190847,9.29139514126199,9.25359909083385,9.27376785911498
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1.51044650667659,0.68242497527996,2.11595844241332,0,4.67780650371208
0,3.9725552698143,4.29617486110386,4.45948453834389,0,0
3.39239436446251,3.21169100406607,3.3382151624736,2.69471262991493,3.93531971472608,2.92620384914514
0,0,0,0,0,0
0,1.65489925518927,1.5629760122248,1.70861324831563,0,0
0,0,0,2.91758928794176,0,2.9046873614806
2.01356123511762,0.359099432532006,0,2.10761154839326,2.21406697202178,1.98115780092888
0.420925369614688,0.609228272900057,0,2.52736214888813,1.21585251706566,3.37416437136797
0.976438426624689,1.28838455114352,1.1928828325269,0,0,0
0,1.99620541490345,0,1.69457803073765,1.30267174786758,1.37647098678114
0,0,0,0,0,0
0,0,1.79711053808691,0,0,0
1.91196533244598,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3.55738913521741,3.27495518108468,3.2335508091946,2.85247352956583,2.76593800812625,2.84075023365351
0,0,0,0,0,0
0.414328240351584,0.167202473148025,0.166568918831195,0.296793336324501,0.090212541872981,0.176092944505559
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.255101859698631,0.0835810171273762,0,0
0,0,1.00670518888473,0.355432431296136,0,0
0,0,0,0,0,0
4.77284935913285,4.69788916606179,4.70584263577197,5.01389571784372,4.99325820240135,4.84457908410663
0,0,0,0,0,0
0.219903894467484,0.387944795634667,0,0,0,0.179460093255367
0.232653389818066,0,0,0,0,0
0.536450830194709,0.291603558030565,0,0.402976426713447,1.06170086447764,1.41940135701982
0,0,0,0,0,0
1.47776279888683,1.61552929767081,1.8154963243806,1.93425454703818,1.99223874121701,0.316087801570005
3.54695407976414,4.11157255544689,3.78561185712951,2.10067226176975,0.97885018643384,2.13333303120734
0,0,0,0,0,0
0.594868582156459,0,0,0,0,0
4.04215997279723,0,3.11617375997344,0,2.68042811011999,0
0,0,0,0,0,0
6.53239337837388,6.79068426429426,6.86361849038497,0,0,0
0.166346530562673,0,0,0,6.34324238259652,0
0,0.463662211497447,0.590268581471301,0.336710705124559,0,0
