"gene_id","rep_name","fpkm"
"ZCCHC12","EX_0",0
"ZCCHC13","EX_0",0
"ZCCHC14","EX_0",9.89665
"ZCCHC16","EX_0",0
"ZCCHC17","EX_0",17.2813
"ZCCHC18","EX_0",0.654643
"ZCCHC2","EX_0",2.33384
"ZCCHC24","EX_0",65.0743
"ZCCHC3","EX_0",5.93749
"ZCCHC4","EX_0",2.46481
"ZCCHC5","EX_0",1.56481
"ZCCHC6","EX_0",12.9216
"ZCCHC7","EX_0",6.36545
"ZCCHC8","EX_0",5.19182
"ZCCHC9","EX_0",19.0596
"ZCRB1","EX_0",22.8356
"ZCWPW1","EX_0",3.85952
"ZCWPW2","EX_0",0.368493
"ZDBF2","EX_0",1.89524
"ZDHHC1","EX_0",7.53464
"ZDHHC11","EX_0",0.0581071
"ZDHHC12","EX_0",13.1452
"ZDHHC13","EX_0",4.43107
"ZDHHC14","EX_0",3.91168
"ZDHHC15","EX_0",0.0713417
"ZDHHC16","EX_0",22.8848
"ZDHHC17","EX_0",8.07114
"ZDHHC18","EX_0",6.96939
"ZDHHC19","EX_0",0
"ZDHHC2","EX_0",16.5499
"ZDHHC20","EX_0",12.2294
"ZDHHC21","EX_0",2.45324
"ZDHHC22","EX_0",0.0154901
"ZDHHC23","EX_0",0.738931
"ZDHHC24","EX_0",7.34233
"ZDHHC3","EX_0",8.91331
"ZDHHC4","EX_0",27.741
"ZDHHC5","EX_0",25.3264
"ZDHHC6","EX_0",16.1254
"ZDHHC7","EX_0",60.4925
"ZDHHC8","EX_0",11.9193
"ZDHHC8P1","EX_0",0
"ZDHHC9","EX_0",20.4629
"ZEB1","EX_0",73.7111
"ZEB1-AS1","EX_0",3.532
"ZEB2","EX_0",22.8303
"ZEB2-AS1","EX_0",0
"ZER1","EX_0",19.11
"ZFAND1","EX_0",8.65507
"ZFAND2A","EX_0",10.2611
"ZFAND2B","EX_0",10.5536
"ZFAND3","EX_0",27.1349
"ZFAND4","EX_0",1.23408
"ZFAND5","EX_0",41.7006
"ZFAND6","EX_0",37.6883
"ZFAS1","EX_0",420.168
"ZFAT","EX_0",1.53138
"ZFAT-AS1","EX_0",0
"ZFC3H1","EX_0",15.9735
"ZFHX2","EX_0",0.128157
"ZFHX3","EX_0",4.00362
"ZFHX4","EX_0",1.91078
"ZFHX4-AS1","EX_0",0.0770531
"ZFP1","EX_0",2.41
"ZFP14","EX_0",0.759727
"ZFP2","EX_0",0.386677
"ZFP28","EX_0",2.84831
"ZFP3","EX_0",1.06686
"ZFP30","EX_0",2.22032
"ZFP36","EX_0",55.8087
"ZFP36L1","EX_0",53.5039
"ZFP36L2","EX_0",178.519
"ZFP37","EX_0",0.503863
"ZFP41","EX_0",3.38309
"ZFP42","EX_0",0
"ZFP57","EX_0",0
"ZFP62","EX_0",3.80697
"ZFP64","EX_0",4.60723
"ZFP69","EX_0",0.942576
"ZFP69B","EX_0",0.260009
"ZFP82","EX_0",1.64064
"ZFP90","EX_0",5.34317
"ZFP91","EX_0",21.3068
"ZFP91-CNTF","EX_0",0
"ZFP92","EX_0",0.344079
"ZFPL1","EX_0",16.0921
"ZFPM1","EX_0",1.41104
"ZFPM2","EX_0",4.29872
"ZFPM2-AS1","EX_0",0
"ZFR","EX_0",27.8477
"ZFR2","EX_0",0.0596399
"ZFX","EX_0",4.63526
"ZFX-AS1","EX_0",0
"ZFY","EX_0",4.27514
"ZFYVE1","EX_0",12.0122
"ZFYVE16","EX_0",7.54482
"ZFYVE19","EX_0",6.18762
"ZFYVE21","EX_0",41.6101
"ZFYVE26","EX_0",3.584
"ZFYVE27","EX_0",5.91566
"ZFYVE28","EX_0",2.76592
"ZFYVE9","EX_0",6.49363
"ZG16","EX_0",0
"ZG16B","EX_0",0
"ZGLP1","EX_0",0.418067
"ZGPAT","EX_0",8.28525
"ZGRF1","EX_0",0.300528
"ZHX1","EX_0",11.0996
"ZHX1-C8orf76","EX_0",1.18332
"ZHX2","EX_0",8.56793
"ZHX3","EX_0",19.0251
"ZIC1","EX_0",0
"ZIC2","EX_0",0
"ZIC3","EX_0",0
"ZIC4","EX_0",0
"ZIC5","EX_0",0
"ZIK1","EX_0",1.2129
"ZIM2","EX_0",0.136432
"ZIM2-AS1","EX_0",0
"ZIM3","EX_0",0
"ZKSCAN1","EX_0",11.8683
"ZKSCAN2","EX_0",1.29629
"ZKSCAN3","EX_0",0.836459
"ZKSCAN4","EX_0",1.35389
"ZKSCAN5","EX_0",3.33291
"ZKSCAN7","EX_0",1.05748
"ZKSCAN8","EX_0",7.4724
"ZMAT1","EX_0",0.436907
"ZMAT2","EX_0",41.8386
"ZMAT3","EX_0",25.3565
"ZMAT4","EX_0",0
"ZMAT5","EX_0",12.3264
"ZMIZ1","EX_0",18.9483
"ZMIZ1-AS1","EX_0",0.329451
"ZMIZ2","EX_0",8.17796
"ZMPSTE24","EX_0",38.806
"ZMYM1","EX_0",2.23468
"ZMYM2","EX_0",8.48815
"ZMYM3","EX_0",6.39366
"ZMYM4","EX_0",9.498
"ZMYM5","EX_0",4.60422
"ZMYM6","EX_0",3.69265
"ZMYM6NB","EX_0",36.8497
"ZMYND10","EX_0",0.242417
"ZMYND11","EX_0",26.9798
"ZMYND12","EX_0",0.367225
"ZMYND15","EX_0",0.150952
"ZMYND19","EX_0",7.22082
"ZMYND8","EX_0",5.09359
"ZNF10","EX_0",1.40241
"ZNF100","EX_0",0.630519
"ZNF101","EX_0",0.725442
"ZNF106","EX_0",44.4586
"ZNF107","EX_0",0.629532
"ZNF112","EX_0",2.44963
"ZNF114","EX_0",0.0266026
"ZNF117","EX_0",2.34496
"ZNF12","EX_0",6.41766
"ZNF121","EX_0",1.35083
"ZNF124","EX_0",0.493214
"ZNF131","EX_0",6.13979
"ZNF132","EX_0",1.33027
"ZNF133","EX_0",4.38098
"ZNF134","EX_0",4.3667
"ZNF135","EX_0",1.11013
"ZNF136","EX_0",2.12697
"ZNF137P","EX_0",0.586702
"ZNF138","EX_0",1.26672
"ZNF14","EX_0",1.02394
"ZNF140","EX_0",1.46618
"ZNF141","EX_0",1.29738
"ZNF142","EX_0",3.08362
"ZNF143","EX_0",4.38255
"ZNF146","EX_0",12.3838
"ZNF148","EX_0",7.43179
"ZNF154","EX_0",1.05692
"ZNF155","EX_0",2.09164
"ZNF157","EX_0",0.0323526
"ZNF16","EX_0",1.87618
"ZNF160","EX_0",5.36237
"ZNF165","EX_0",0.116732
"ZNF169","EX_0",0.283182
"ZNF17","EX_0",1.35751
"ZNF174","EX_0",3.6879
"ZNF175","EX_0",2.86094
"ZNF177","EX_0",0.58757
"ZNF18","EX_0",2.55085
"ZNF180","EX_0",1.12994
"ZNF181","EX_0",3.12327
"ZNF182","EX_0",1.85822
"ZNF184","EX_0",1.85303
"ZNF185","EX_0",1.89938
"ZNF189","EX_0",4.3445
"ZNF19","EX_0",0.719862
"ZNF192P1","EX_0",0.486738
"ZNF195","EX_0",2.74254
"ZNF197","EX_0",5.50728
"ZNF197-AS1","EX_0",0.22947
"ZNF2","EX_0",1.2623
"ZNF20","EX_0",1.06823
"ZNF200","EX_0",1.78885
"ZNF202","EX_0",1.59888
"ZNF204P","EX_0",0.563232
"ZNF205","EX_0",5.12455
"ZNF205-AS1","EX_0",0.201848
"ZNF207","EX_0",47.9595
"ZNF208","EX_0",0.0581779
"ZNF211","EX_0",2.66336
"ZNF212","EX_0",3.35754
"ZNF213","EX_0",4.59226
"ZNF213-AS1","EX_0",0.419695
"ZNF214","EX_0",1.0423
"ZNF215","EX_0",0.735249
"ZNF217","EX_0",5.55126
"ZNF219","EX_0",19.409
"ZNF22","EX_0",8.00521
"ZNF221","EX_0",0.925546
"ZNF222","EX_0",0.908511
"ZNF223","EX_0",1.43423
"ZNF224","EX_0",4.3906
"ZNF225","EX_0",1.81196
"ZNF226","EX_0",5.88736
"ZNF227","EX_0",3.68489
"ZNF229","EX_0",2.38169
"ZNF23","EX_0",5.81486
"ZNF230","EX_0",0.902793
"ZNF232","EX_0",1.07436
"ZNF233","EX_0",0.271925
"ZNF234","EX_0",2.10253
"ZNF235","EX_0",0.913226
"ZNF236","EX_0",1.60039
"ZNF239","EX_0",1.08453
"ZNF24","EX_0",9.88296
"ZNF248","EX_0",3.52782
"ZNF25","EX_0",4.82631
"ZNF250","EX_0",0.74386
"ZNF251","EX_0",6.86382
"ZNF252P","EX_0",3.15079
"ZNF252P-AS1","EX_0",0.118346
"ZNF253","EX_0",0.969506
"ZNF254","EX_0",2.51341
"ZNF256","EX_0",1.64752
"ZNF257","EX_0",0.110364
"ZNF26","EX_0",0.0201259
"ZNF260","EX_0",3.11819
"ZNF263","EX_0",5.87055
"ZNF264","EX_0",1.39368
"ZNF266","EX_0",4.10757
"ZNF267","EX_0",2.48181
"ZNF268","EX_0",2.6476
"ZNF271P","EX_0",6.46716
"ZNF273","EX_0",0.35592
"ZNF274","EX_0",3.28404
"ZNF275","EX_0",5.67388
"ZNF276","EX_0",4.02165
"ZNF277","EX_0",9.42928
"ZNF28","EX_0",1.27603
"ZNF280A","EX_0",0
"ZNF280B","EX_0",0.115262
"ZNF280C","EX_0",1.52802
"ZNF280D","EX_0",5.57396
"ZNF281","EX_0",5.83404
"ZNF282","EX_0",7.93375
"ZNF283","EX_0",1.06012
"ZNF284","EX_0",1.29088
"ZNF285","EX_0",0.84788
"ZNF286A","EX_0",1.11718
"ZNF286B","EX_0",0.298447
"ZNF287","EX_0",1.71536
"ZNF292","EX_0",5.78447
"ZNF295-AS1","EX_0",0
"ZNF296","EX_0",0.11258
"ZNF3","EX_0",6.58376
"ZNF30","EX_0",0.91017
"ZNF30-AS1","EX_0",0
"ZNF300","EX_0",1.58581
"ZNF300P1","EX_0",0.338466
"ZNF302","EX_0",7.59176
"ZNF304","EX_0",2.93682
"ZNF311","EX_0",0
"ZNF316","EX_0",3.34584
"ZNF317","EX_0",6.22311
"ZNF318","EX_0",4.52729
"ZNF319","EX_0",2.86695
"ZNF32","EX_0",15.764
"ZNF32-AS1","EX_0",0.833941
"ZNF32-AS2","EX_0",0.249317
"ZNF32-AS3","EX_0",0
"ZNF320","EX_0",1.64164
"ZNF321P","EX_0",0.623252
"ZNF322","EX_0",1.63012
"ZNF324","EX_0",2.13723
"ZNF324B","EX_0",0.766344
"ZNF326","EX_0",14.8842
"ZNF329","EX_0",2.24865
"ZNF330","EX_0",17.8533
"ZNF331","EX_0",2.66303
"ZNF333","EX_0",2.65575
"ZNF334","EX_0",0.824964
"ZNF335","EX_0",3.32267
"ZNF337","EX_0",3.8235
"ZNF337-AS1","EX_0",1.28094
"ZNF33A","EX_0",4.20182
"ZNF33B","EX_0",1.91002
"ZNF33BP1","EX_0",0
"ZNF34","EX_0",1.1548
"ZNF341","EX_0",1.0863
"ZNF341-AS1","EX_0",0.405957
"ZNF343","EX_0",4.44406
"ZNF345","EX_0",1.39308
"ZNF346","EX_0",3.22996
"ZNF347","EX_0",1.24586
"ZNF35","EX_0",1.78873
"ZNF350","EX_0",3.10683
"ZNF350-AS1","EX_0",0
"ZNF354A","EX_0",3.93031
"ZNF354B","EX_0",2.76064
"ZNF354C","EX_0",2.42674
"ZNF358","EX_0",38.0052
"ZNF362","EX_0",10.0268
"ZNF365","EX_0",0.620072
"ZNF366","EX_0",0
"ZNF367","EX_0",0.869137
"ZNF37A","EX_0",5.79491
"ZNF37BP","EX_0",2.62497
"ZNF382","EX_0",0.635173
"ZNF383","EX_0",2.03043
"ZNF384","EX_0",12.027
"ZNF385A","EX_0",11.2339
"ZNF385B","EX_0",0
"ZNF385C","EX_0",0
"ZNF385D","EX_0",1.24201
"ZNF385D-AS1","EX_0",0
"ZNF385D-AS2","EX_0",0
"ZNF391","EX_0",1.0179
"ZNF394","EX_0",4.65218
"ZNF395","EX_0",30.1844
"ZNF396","EX_0",0.662298
"ZNF397","EX_0",4.62245
"ZNF398","EX_0",2.62339
"ZNF404","EX_0",2.16674
"ZNF407","EX_0",2.50859
"ZNF408","EX_0",3.56088
"ZNF41","EX_0",1.97755
"ZNF410","EX_0",11.7006
"ZNF414","EX_0",6.20611
"ZNF415","EX_0",2.39955
"ZNF416","EX_0",1.51144
"ZNF417","EX_0",1.54939
"ZNF418","EX_0",0.476708
"ZNF419","EX_0",2.10279
"ZNF420","EX_0",1.77112
"ZNF423","EX_0",0.25403
"ZNF425","EX_0",1.54673
"ZNF426","EX_0",3.7675
"ZNF428","EX_0",21.7298
"ZNF429","EX_0",1.31486
"ZNF43","EX_0",1.5496
"ZNF430","EX_0",1.41064
"ZNF431","EX_0",0.847143
"ZNF432","EX_0",2.06905
"ZNF433","EX_0",0.852469
"ZNF436","EX_0",6.18969
"ZNF436-AS1","EX_0",3.23327
"ZNF438","EX_0",6.96425
"ZNF439","EX_0",1.38153
"ZNF44","EX_0",0.938427
"ZNF440","EX_0",1.32409
"ZNF441","EX_0",1.99043
"ZNF442","EX_0",0.187242
"ZNF443","EX_0",0.361562
"ZNF444","EX_0",10.3319
"ZNF445","EX_0",2.30528
"ZNF446","EX_0",2.60194
"ZNF449","EX_0",3.30436
"ZNF45","EX_0",2.08679
"ZNF451","EX_0",7.00206
"ZNF454","EX_0",0.159169
"ZNF460","EX_0",0.342366
"ZNF461","EX_0",1.30516
"ZNF462","EX_0",0.699121
"ZNF467","EX_0",0.0940249
"ZNF468","EX_0",1.58969
"ZNF469","EX_0",2.47526
"ZNF470","EX_0",1.92775
"ZNF471","EX_0",1.53954
"ZNF473","EX_0",1.40771
"ZNF474","EX_0",0.137499
"ZNF479","EX_0",0
"ZNF48","EX_0",1.8939
"ZNF480","EX_0",2.84598
"ZNF483","EX_0",0.111268
"ZNF484","EX_0",0.817378
"ZNF485","EX_0",0.600277
"ZNF486","EX_0",1.49787
"ZNF487","EX_0",0.919041
"ZNF488","EX_0",0.0143323
"ZNF490","EX_0",0.95168
"ZNF491","EX_0",0.482051
"ZNF492","EX_0",0
"ZNF493","EX_0",0.978996
"ZNF496","EX_0",5.31571
"ZNF497","EX_0",1.45027
"ZNF500","EX_0",3.90419
"ZNF501","EX_0",1.30621
"ZNF502","EX_0",1.52544
"ZNF503","EX_0",32.8696
"ZNF503-AS1","EX_0",0
"ZNF503-AS2","EX_0",1.28868
"ZNF506","EX_0",1.0594
"ZNF507","EX_0",2.72141
"ZNF510","EX_0",2.1165
"ZNF511","EX_0",11.7397
"ZNF512","EX_0",7.1137
"ZNF512B","EX_0",6.75048
"ZNF513","EX_0",6.99657
"ZNF514","EX_0",2.24394
"ZNF516","EX_0",5.70834
"ZNF517","EX_0",2.41049
"ZNF518A","EX_0",2.13988
"ZNF518B","EX_0",3.1973
"ZNF519","EX_0",0.245202
"ZNF521","EX_0",5.90303
"ZNF524","EX_0",6.02132
"ZNF525","EX_0",0.748845
"ZNF526","EX_0",2.4816
"ZNF527","EX_0",0.691133
"ZNF528","EX_0",4.42227
"ZNF528-AS1","EX_0",0.677844
"ZNF529","EX_0",2.41002
"ZNF529-AS1","EX_0",1.06267
"ZNF530","EX_0",0.783879
"ZNF532","EX_0",16.8058
"ZNF534","EX_0",0
"ZNF536","EX_0",0.223066
"ZNF540","EX_0",0.437724
"ZNF541","EX_0",0.0351855
"ZNF542P","EX_0",4.47619
"ZNF543","EX_0",0.723472
"ZNF544","EX_0",1.70215
"ZNF546","EX_0",0.417337
"ZNF547","EX_0",1.07932
"ZNF548","EX_0",1.99115
"ZNF549","EX_0",1.30399
"ZNF550","EX_0",1.95782
"ZNF551","EX_0",0.764438
"ZNF552","EX_0",0.733797
"ZNF554","EX_0",1.0091
"ZNF555","EX_0",0.873033
"ZNF556","EX_0",0.0377268
"ZNF557","EX_0",0.894275
"ZNF558","EX_0",5.47173
"ZNF559","EX_0",2.64267
"ZNF559-ZNF177","EX_0",0.232186
"ZNF560","EX_0",0.144232
"ZNF561","EX_0",4.75503
"ZNF561-AS1","EX_0",3.11056
"ZNF562","EX_0",1.80338
"ZNF563","EX_0",0.628507
"ZNF564","EX_0",2.73493
"ZNF565","EX_0",0.97588
"ZNF566","EX_0",1.38259
"ZNF567","EX_0",1.66482
"ZNF568","EX_0",1.68747
"ZNF569","EX_0",0.909776
"ZNF57","EX_0",0.882007
"ZNF570","EX_0",1.45402
"ZNF571","EX_0",0.716766
"ZNF571-AS1","EX_0",0.153509
"ZNF572","EX_0",0.487604
"ZNF573","EX_0",0.693379
"ZNF574","EX_0",3.95436
"ZNF575","EX_0",1.81517
"ZNF576","EX_0",4.09929
"ZNF577","EX_0",5.63478
"ZNF578","EX_0",0.378342
"ZNF579","EX_0",3.75043
"ZNF580","EX_0",21.3252
"ZNF581","EX_0",14.4865
"ZNF582","EX_0",0.882877
"ZNF582-AS1","EX_0",2.14774
"ZNF583","EX_0",1.13925
"ZNF584","EX_0",3.72898
"ZNF585A","EX_0",3.19173
"ZNF585B","EX_0",1.73596
"ZNF586","EX_0",0.719031
"ZNF587","EX_0",1.53319
"ZNF587B","EX_0",0.789303
"ZNF589","EX_0",1.94309
"ZNF592","EX_0",5.04864
"ZNF593","EX_0",17.2698
"ZNF594","EX_0",0.661072
"ZNF595","EX_0",1.13824
"ZNF596","EX_0",0.900656
"ZNF597","EX_0",0.486166
"ZNF598","EX_0",15.0497
"ZNF599","EX_0",0.852742
"ZNF600","EX_0",1.28222
"ZNF605","EX_0",2.35159
"ZNF606","EX_0",1.56827
"ZNF607","EX_0",1.46809
"ZNF608","EX_0",3.74833
"ZNF609","EX_0",5.0938
"ZNF610","EX_0",1.28423
"ZNF611","EX_0",0.898218
"ZNF613","EX_0",1.07268
"ZNF614","EX_0",2.00342
"ZNF615","EX_0",1.60763
"ZNF616","EX_0",2.50694
"ZNF618","EX_0",2.21863
"ZNF619","EX_0",1.05668
"ZNF620","EX_0",0.161174
"ZNF621","EX_0",5.18391
"ZNF622","EX_0",17.341
"ZNF623","EX_0",5.30289
"ZNF624","EX_0",0.799818
"ZNF625","EX_0",0.718886
"ZNF625-ZNF20","EX_0",0.00569033
"ZNF626","EX_0",2.49109
"ZNF627","EX_0",2.74317
"ZNF628","EX_0",0.965264
"ZNF629","EX_0",6.38447
"ZNF630","EX_0",0.282037
"ZNF630-AS1","EX_0",0
"ZNF638","EX_0",13.26
"ZNF639","EX_0",6.73316
"ZNF641","EX_0",2.29338
"ZNF644","EX_0",6.8383
"ZNF645","EX_0",0
"ZNF646","EX_0",3.66441
"ZNF648","EX_0",0
"ZNF649","EX_0",1.50632
"ZNF649-AS1","EX_0",0
"ZNF652","EX_0",1.66154
"ZNF653","EX_0",1.29306
"ZNF654","EX_0",5.27237
"ZNF655","EX_0",16.8558
"ZNF658","EX_0",0.582487
"ZNF658B","EX_0",0.0278223
"ZNF660","EX_0",0.405985
"ZNF662","EX_0",0.725142
"ZNF663P","EX_0",0
"ZNF664","EX_0",21.8996
"ZNF664-FAM101A","EX_0",0
"ZNF665","EX_0",0.261828
"ZNF667","EX_0",1.45795
"ZNF667-AS1","EX_0",5.20084
"ZNF668","EX_0",8.15859
"ZNF669","EX_0",1.96569
"ZNF670","EX_0",0.674876
"ZNF670-ZNF695","EX_0",0.0614409
"ZNF671","EX_0",2.0067
"ZNF672","EX_0",4.50619
"ZNF674","EX_0",0.870466
"ZNF674-AS1","EX_0",0.871499
"ZNF675","EX_0",1.23074
"ZNF676","EX_0",0
"ZNF677","EX_0",0.486274
"ZNF678","EX_0",0.707124
"ZNF679","EX_0",0
"ZNF680","EX_0",1.85841
"ZNF681","EX_0",0.255452
"ZNF682","EX_0",0.455234
"ZNF683","EX_0",0
"ZNF684","EX_0",1.18162
"ZNF687","EX_0",4.82953
"ZNF688","EX_0",5.52942
"ZNF689","EX_0",2.75783
"ZNF69","EX_0",1.14034
"ZNF691","EX_0",3.29698
"ZNF692","EX_0",4.26293
"ZNF695","EX_0",0.158408
"ZNF696","EX_0",1.62779
"ZNF697","EX_0",2.44785
"ZNF699","EX_0",0.619996
"ZNF7","EX_0",4.86654
"ZNF70","EX_0",0.852049
"ZNF700","EX_0",1.952
"ZNF701","EX_0",1.06962
"ZNF702P","EX_0",1.49116
"ZNF703","EX_0",42.5656
"ZNF704","EX_0",0.434942
"ZNF705A","EX_0",0
"ZNF705B","EX_0",0
"ZNF705D","EX_0",0
"ZNF705E","EX_0",0.0343551
"ZNF705G","EX_0",0
"ZNF706","EX_0",11.8735
"ZNF707","EX_0",4.91787
"ZNF708","EX_0",1.37148
"ZNF709","EX_0",0.319926
"ZNF71","EX_0",2.86869
"ZNF710","EX_0",3.15399
"ZNF711","EX_0",0.278666
"ZNF713","EX_0",0.171875
"ZNF714","EX_0",0.2235
"ZNF716","EX_0",0
"ZNF717","EX_0",1.72495
"ZNF718","EX_0",1.25089
"ZNF720","EX_0",1.87652
"ZNF721","EX_0",1.97654
"ZNF724P","EX_0",0.122007
"ZNF726","EX_0",0
"ZNF727","EX_0",0.0358679
"ZNF728","EX_0",0.0221832
"ZNF729","EX_0",0
"ZNF730","EX_0",0.0271779
"ZNF732","EX_0",0
"ZNF733P","EX_0",0
"ZNF735","EX_0",0
"ZNF736","EX_0",1.113
"ZNF737","EX_0",0.399791
"ZNF738","EX_0",0.461799
"ZNF74","EX_0",1.36579
"ZNF740","EX_0",9.67444
"ZNF746","EX_0",6.0067
"ZNF747","EX_0",2.95714
"ZNF749","EX_0",0.452383
"ZNF750","EX_0",0.0167629
"ZNF75A","EX_0",3.59531
"ZNF75D","EX_0",4.375
"ZNF76","EX_0",5.08736
"ZNF761","EX_0",2.57861
"ZNF763","EX_0",0.557008
"ZNF764","EX_0",1.80169
"ZNF765","EX_0",0.999168
"ZNF766","EX_0",2.10896
"ZNF767P","EX_0",3.90583
"ZNF768","EX_0",10.8542
"ZNF77","EX_0",0.925421
"ZNF770","EX_0",12.7229
"ZNF771","EX_0",5.73707
"ZNF772","EX_0",0.867326
"ZNF773","EX_0",1.53335
"ZNF774","EX_0",0.0611858
"ZNF775","EX_0",2.71972
"ZNF776","EX_0",2.46729
"ZNF777","EX_0",4.7276
"ZNF778","EX_0",1.10881
"ZNF780A","EX_0",4.5015
"ZNF780B","EX_0",1.39229
"ZNF781","EX_0",0.25461
"ZNF782","EX_0",0.526204
"ZNF783","EX_0",2.74537
"ZNF784","EX_0",1.97618
"ZNF785","EX_0",1.98734
"ZNF786","EX_0",1.15235
"ZNF787","EX_0",9.28887
"ZNF788","EX_0",1.15553
"ZNF789","EX_0",0.970399
"ZNF79","EX_0",2.13445
"ZNF790","EX_0",1.16873
"ZNF790-AS1","EX_0",0.641996
"ZNF791","EX_0",4.45156
"ZNF792","EX_0",0.639624
"ZNF793","EX_0",0.0866724
"ZNF793-AS1","EX_0",0.147076
"ZNF799","EX_0",0.46418
"ZNF8","EX_0",1.76517
"ZNF80","EX_0",0
"ZNF800","EX_0",4.04308
"ZNF804A","EX_0",1.43559
"ZNF804B","EX_0",0
"ZNF805","EX_0",0.795186
"ZNF806","EX_0",0
"ZNF808","EX_0",0.755986
"ZNF81","EX_0",0.736692
"ZNF812","EX_0",0
"ZNF813","EX_0",0.700358
"ZNF814","EX_0",0.666672
"ZNF815P","EX_0",0.176683
"ZNF816","EX_0",1.28947
"ZNF816-ZNF321P","EX_0",0
"ZNF818P","EX_0",1.39951
"ZNF821","EX_0",1.31305
"ZNF823","EX_0",1.09842
"ZNF826P","EX_0",0.117928
"ZNF827","EX_0",2.6167
"ZNF829","EX_0",0.760351
"ZNF83","EX_0",9.7339
"ZNF830","EX_0",8.49636
"ZNF831","EX_0",0
"ZNF833P","EX_0",0.214368
"ZNF835","EX_0",0.0449435
"ZNF836","EX_0",1.08002
"ZNF837","EX_0",0.942663
"ZNF839","EX_0",1.78227
"ZNF84","EX_0",0.0173916
"ZNF841","EX_0",2.00529
"ZNF843","EX_0",0.308593
"ZNF844","EX_0",2.53016
"ZNF845","EX_0",1.26423
"ZNF846","EX_0",2.0462
"ZNF847P","EX_0",0
"ZNF85","EX_0",0.743203
"ZNF850","EX_0",0.152103
"ZNF852","EX_0",0.575698
"ZNF853","EX_0",2.09546
"ZNF860","EX_0",0.0919513
"ZNF862","EX_0",4.01133
"ZNF865","EX_0",2.45957
"ZNF876P","EX_0",0.119877
"ZNF878","EX_0",0.0336186
"ZNF879","EX_0",0.968166
"ZNF880","EX_0",2.54154
"ZNF883","EX_0",0.805602
"ZNF888","EX_0",1.20145
"ZNF890P","EX_0",0.0342675
"ZNF891","EX_0",0.65307
"ZNF90","EX_0",0.128603
"ZNF91","EX_0",1.587
"ZNF92","EX_0",1.56408
"ZNF93","EX_0",0.594817
"ZNF98","EX_0",0.053308
"ZNF99","EX_0",0
"ZNFX1","EX_0",17.3947
"ZNHIT1","EX_0",40.3471
"ZNHIT2","EX_0",4.44245
"ZNHIT3","EX_0",15.9714
"ZNHIT6","EX_0",5.70285
"ZNRD1","EX_0",0.0886143
"ZNRD1-AS1","EX_0",0
"ZNRF1","EX_0",7.24801
"ZNRF2","EX_0",1.89162
"ZNRF2P1","EX_0",0.421887
"ZNRF2P2","EX_0",0.963821
"ZNRF3","EX_0",1.30046
"ZNRF3-AS1","EX_0",0.053195
"ZNRF4","EX_0",0
"ZP1","EX_0",0.0718596
"ZP2","EX_0",0
"ZP3","EX_0",0.39856
"ZP4","EX_0",0
"ZPBP","EX_0",0
"ZPBP2","EX_0",0
"ZPLD1","EX_0",0
"ZPR1","EX_0",9.5596
"ZRANB1","EX_0",33.2461
"ZRANB2","EX_0",30.7801
"ZRANB2-AS1","EX_0",2.39397
"ZRANB2-AS2","EX_0",0
"ZRANB3","EX_0",0.807258
"ZRSR2","EX_0",4.34754
"ZSCAN1","EX_0",0
"ZSCAN10","EX_0",0
"ZSCAN12","EX_0",2.13882
"ZSCAN12P1","EX_0",0.647265
"ZSCAN16","EX_0",0.57637
"ZSCAN16-AS1","EX_0",2.7464
"ZSCAN18","EX_0",10.208
"ZSCAN2","EX_0",1.2846
"ZSCAN20","EX_0",0.93943
"ZSCAN21","EX_0",3.43489
"ZSCAN22","EX_0",0.620049
"ZSCAN23","EX_0",0.385428
"ZSCAN25","EX_0",2.13913
"ZSCAN26","EX_0",4.59022
"ZSCAN29","EX_0",3.31993
"ZSCAN30","EX_0",3.4274
"ZSCAN31","EX_0",0.762347
"ZSCAN32","EX_0",4.13191
"ZSCAN4","EX_0",0.0248544
"ZSCAN5A","EX_0",0.642064
"ZSCAN5B","EX_0",0
"ZSCAN9","EX_0",1.85129
"ZSWIM1","EX_0",3.29627
"ZSWIM2","EX_0",0.102858
"ZSWIM3","EX_0",1.51932
"ZSWIM4","EX_0",1.20846
"ZSWIM5","EX_0",0.289425
"ZSWIM6","EX_0",4.80923
"ZSWIM7","EX_0",3.41097
"ZSWIM8","EX_0",16.5837
"ZSWIM8-AS1","EX_0",0.512064
"ZUFSP","EX_0",2.58372
"ZW10","EX_0",4.89559
"ZWILCH","EX_0",4.93767
"ZWINT","EX_0",2.04629
"ZXDA","EX_0",0.976007
"ZXDB","EX_0",2.44819
"ZXDC","EX_0",5.63068
"ZYG11A","EX_0",0.199779
"ZYG11B","EX_0",7.36173
"ZYX","EX_0",241.406
"ZZEF1","EX_0",6.9113
"ZZZ3","EX_0",6.45139
"A1BG","EX_1",4.37506
"A1BG-AS1","EX_1",2.63267
"A1CF","EX_1",0
"A2M","EX_1",381.316
"A2M-AS1","EX_1",0.470419
"A2ML1","EX_1",0
"A2MP1","EX_1",0
"A3GALT2","EX_1",0
"A4GALT","EX_1",45.9382
"A4GNT","EX_1",0.128916
"AA06","EX_1",0
"AAAS","EX_1",18.6522
"AACS","EX_1",5.09508
"AACSP1","EX_1",0
"AADAC","EX_1",0.192252
"AADACL2","EX_1",0
"AADACL2-AS1","EX_1",0
"AADACL3","EX_1",0
