"","V1","V2","V3","label"
"446",180.964032795381,-283.37921474316,-48.2012792066608,"4"
"447",182.739543401331,-294.064364278184,-45.4134956571801,"4"
"448",184.36718895076,-311.222644944692,-34.9625536248669,"4"
"449",186.070201403653,-314.757339043554,-32.2663689711495,"4"
"450",202.913349304986,-2.14001541286567,-9.86170143007981,"3"
"451",201.181206840785,16.1437908026709,-22.7178082226211,"3"
"452",198.972305321164,-9.71391165904861,-34.4499058125522,"3"
"453",204.199485428107,0.395235083290462,-23.133074549663,"3"
"454",205.953008062767,5.64105561509835,-15.690271253065,"3"
"455",203.215859992323,46.0920059734118,-27.0862085363309,"3"
"456",205.948237563312,27.781555708024,-26.3113528533598,"3"
"457",171.727010719054,4.89667604259253,-127.800692269185,"0"
"458",166.299193493382,49.5774332040177,-144.304987727948,"0"
"459",171.778624730826,16.4340347318799,-134.219432844144,"0"
"460",174.013155488335,-9.01603807892992,-130.461266967199,"0"
"461",167.293532342625,27.1895797194962,-150.134835460117,"1"
"462",165.216653569588,32.2061919345952,-159.054689283706,"1"
"463",172.093069163039,38.1366737026564,-145.253118944067,"0"
"464",168.789945590427,18.6706563079133,-155.42568568013,"1"
"465",176.702166606614,40.6590576671368,-136.592637321809,"0"
"466",181.720195143543,11.1706333339138,-126.226312542524,"0"
"467",209.146219302963,56.3638614162241,12.3991536401735,"2"
"468",214.667878103911,12.1229866730077,14.9050997206573,"2"
"469",214.128418795167,0.494670994193653,13.6088627715523,"2"
"470",213.547834784587,23.3075376242146,9.39873365286972,"2"
"471",220.753624138515,-16.6506194235517,39.9263991940073,"2"
"472",218.154444926918,29.5484606140636,29.6792023680636,"2"
"473",218.673188380563,-4.72363222078993,27.9789812932055,"2"
"474",179.602962376195,19.9488417002156,-156.42939753189,"1"
"475",227.075746876682,9.7697723470122,-16.8516829161889,"3"
"476",226.364285034398,36.9615804841787,-18.9702044388257,"3"
"477",217.317791822833,32.8068533571529,-6.10557701969984,"2"
"478",222.385419355111,-8.26727206665626,12.3723859056913,"2"
"479",224.541901528382,-3.83140576380255,28.3138151283847,"2"
"480",225.015027457702,0.492663241796768,12.525449991485,"2"
"481",230.343749848275,-61.0581344405819,53.9239915069792,"2"
"482",230.046284795333,-22.5546669418801,40.8419619923187,"2"
"483",228.896342358742,4.14981588137926,6.93127690424795,"2"
"484",233.949191632218,28.215372274206,-28.1254778599052,"3"
"485",233.126620100461,34.2674327034076,-34.3942280188998,"3"
"486",237.205733946423,60.4289410889151,-20.9539233055916,"3"
"487",237.019677478636,34.0297350486434,-28.6326859395038,"3"
"488",240.265213784949,31.3663885973512,-16.8940641944127,"3"
"489",239.315023889953,26.5200614460301,-30.3658700994784,"3"
"490",237.539051993092,48.5042875727259,-40.4784930255699,"3"
"491",237.904003651305,53.1532929027408,-37.7082304915213,"3"
"492",241.862332744129,60.0041328035273,-29.590486945116,"3"
"493",241.903084492699,38.47729292581,-35.4543166200446,"3"
"494",244.099236723953,37.5710807722102,-24.4802114521388,"3"
"495",244.552584653206,27.7592345875034,-34.4607848918641,"3"
"496",201.108150891872,0.210426393510175,-163.507213413836,"1"
"497",247.837123293556,18.8000897134843,-22.5277060921312,"3"
"498",248.465467242384,5.12030014415599,-23.2781126632536,"3"
"499",250.109227944176,19.1458068415083,-27.2903770880777,"3"
"500",251.655037185116,-8.88910502290484,-22.4548831773287,"3"
"501",251.486130295167,6.03057996270623,-33.28365104695,"3"
"502",252.607880690899,25.7776585138898,-32.1844905983391,"3"
"503",251.361675052726,21.0780648512021,-38.5843709777403,"3"
"504",252.786734511978,6.602342616617,-30.6134396109921,"3"
"505",258.365358612115,-43.9241359283863,-16.4170563548734,"3"
"506",258.137143746589,-23.9776607669282,-20.9448101112374,"3"
"507",256.717922063145,1.10185969461088,-36.9211234484794,"3"
"508",256.608502223945,17.9368866768591,-40.3746620967467,"3"
"509",258.372999753976,22.1859268030406,-40.2033405181266,"3"
"510",259.285367061565,20.9394852934182,-35.7811742520371,"3"
"511",262.596780583896,22.8206666588978,-33.0513899395647,"3"
