"","PC1","PC2","PC3","group"
"EX_0",-108.762509844715,94.283646378911,103.189155922776,"EX_0"
"EX_2",-104.661327439562,-138.057233410964,30.0797840399765,"EX_2"
"EX_3",-106.909834134553,41.5166093509023,-133.856013651093,"EX_3"
"CTR_0",107.53507102408,2.50000123748373,-1.13290675758691,"CTR_0"
"CTR_2",106.500836980099,3.94721711790182,-1.10979287288093,"CTR_2"
"CTR_3",106.297763414657,-4.19024067423182,2.82977331880824,"CTR_3"
